keyword,count,file
read,30,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\locators.py
json,9,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\locators.py
database,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\locators.py
db,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\locators.py
query,5,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\locators.py
form,19,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\locators.py
train,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\locators.py
fit,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\locators.py
score,4,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\locators.py
value,12,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\locators.py
ev,8,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\locators.py
load,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\manifest.py
form,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\manifest.py
ev,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\manifest.py
bet,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\manifest.py
data,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\markers.py
form,17,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\markers.py
ev,12,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\markers.py
data,129,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\metadata.py
load,11,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\metadata.py
read,12,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\metadata.py
json,7,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\metadata.py
db,4,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\metadata.py
feature,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\metadata.py
form,17,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\metadata.py
elo,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\metadata.py
train,4,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\metadata.py
score,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\metadata.py
value,128,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\metadata.py
ev,8,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\metadata.py
data,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\resources.py
load,20,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\resources.py
read,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\resources.py
form,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\resources.py
elo,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\resources.py
data,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\scripts.py
load,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\scripts.py
read,6,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\scripts.py
db,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\scripts.py
form,10,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\scripts.py
capital,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\scripts.py
value,6,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\scripts.py
ev,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\scripts.py
data,28,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py
load,9,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py
read,37,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py
csv,14,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py
json,10,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py
db,6,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py
form,40,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py
train,4,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py
value,38,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py
ev,40,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py
stake,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py
data,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py
read,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py
db,6,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py
form,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py
model,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py
train,54,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py
simulate,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py
value,8,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py
ev,59,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py
bet,10,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py
data,89,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py
load,8,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py
read,24,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py
csv,5,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py
json,5,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py
database,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py
form,8,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py
value,11,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py
ev,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py
elo,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\__init__.py
data,41,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distro\distro.py
load,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distro\distro.py
read,15,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distro\distro.py
json,4,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distro\distro.py
form,76,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distro\distro.py
score,4,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distro\distro.py
value,48,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distro\distro.py
ev,38,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distro\distro.py
data,17,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\codec.py
read,4,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\codec.py
form,4,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\codec.py
data,21,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\core.py
form,12,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\core.py
value,21,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\core.py
data,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\idnadata.py
db,26,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\idnadata.py
form,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\intranges.py
data,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\uts46data.py
db,66,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\uts46data.py
ev,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\uts46data.py
data,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\__init__.py
data,5,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\exceptions.py
form,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\exceptions.py
value,8,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\exceptions.py
data,17,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\ext.py
load,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\ext.py
fit,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\ext.py
value,4,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\ext.py
data,44,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\fallback.py
read,43,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\fallback.py
json,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\fallback.py
db,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\fallback.py
form,8,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\fallback.py
value,39,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\fallback.py
bet,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\fallback.py
data,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\__init__.py
load,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\__init__.py
read,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\__init__.py
json,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\__init__.py
data,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\markers.py
rating,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\markers.py
form,30,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\markers.py
value,40,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\markers.py
ev,11,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\markers.py
data,183,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\metadata.py
load,25,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\metadata.py
read,5,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\metadata.py
form,24,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\metadata.py
elo,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\metadata.py
score,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\metadata.py
value,79,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\metadata.py
ev,9,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\metadata.py
bet,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\metadata.py
form,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\requirements.py
value,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\requirements.py
data,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\specifiers.py
read,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\specifiers.py
form,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\specifiers.py
value,16,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\specifiers.py
ev,28,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\specifiers.py
bet,5,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\specifiers.py
load,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\tags.py
read,13,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\tags.py
feature,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\tags.py
form,115,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\tags.py
value,8,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\tags.py
ev,20,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\tags.py
data,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\utils.py
form,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\utils.py
value,5,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\utils.py
form,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\version.py
elo,5,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\version.py
value,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\version.py
ev,71,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\version.py
bet,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\version.py
data,6,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_elffile.py
read,7,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_elffile.py
form,4,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_elffile.py
value,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_elffile.py
data,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_manylinux.py
form,7,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_manylinux.py
value,4,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_manylinux.py
ev,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_manylinux.py
runtime,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_manylinux.py
load,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_musllinux.py
form,7,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_musllinux.py
value,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_musllinux.py
runtime,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_musllinux.py
read,12,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_parser.py
form,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_parser.py
value,10,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_parser.py
ev,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_parser.py
bet,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_parser.py
data,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_tokenizer.py
load,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_tokenizer.py
read,8,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_tokenizer.py
form,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_tokenizer.py
data,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\licenses\_spdx.py
load,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\licenses\_spdx.py
read,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\licenses\_spdx.py
json,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\licenses\_spdx.py
db,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\licenses\_spdx.py
form,4,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\licenses\_spdx.py
fit,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\licenses\_spdx.py
ev,6,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\licenses\_spdx.py
fair,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\licenses\_spdx.py
runtime,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\licenses\_spdx.py
fit,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\licenses\__init__.py
value,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\licenses\__init__.py
ev,7,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\licenses\__init__.py
data,137,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
load,108,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
read,37,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
db,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
feature,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
form,81,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
elo,9,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
value,34,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
ev,55,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
bet,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
runtime,4,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
service,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
data,17,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\android.py
load,11,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\android.py
form,8,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\android.py
roi,43,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\android.py
runtime,6,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\android.py
data,20,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\api.py
load,5,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\api.py
form,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\api.py
value,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\api.py
runtime,17,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\api.py
data,13,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\macos.py
load,4,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\macos.py
rating,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\macos.py
form,13,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\macos.py
elo,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\macos.py
ev,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\macos.py
runtime,6,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\macos.py
data,18,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\unix.py
load,5,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\unix.py
read,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\unix.py
form,19,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\unix.py
value,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\unix.py
ev,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\unix.py
runtime,16,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\unix.py
data,39,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\windows.py
load,12,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\windows.py
query,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\windows.py
form,15,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\windows.py
value,13,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\windows.py
runtime,6,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\windows.py
data,18,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\__init__.py
load,8,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\__init__.py
form,251,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\__init__.py
roi,8,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\__init__.py
runtime,16,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\__init__.py
data,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\__main__.py
load,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\__main__.py
form,7,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\__main__.py
runtime,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\__main__.py
load,8,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\cmdline.py
read,8,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\cmdline.py
json,9,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\cmdline.py
query,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\cmdline.py
form,64,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\cmdline.py
value,10,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\cmdline.py
ev,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\cmdline.py
form,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\console.py
value,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\filter.py
read,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatter.py
form,26,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatter.py
value,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatter.py
data,16,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py
read,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py
form,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py
elo,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py
value,21,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py
ev,8,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py
model,6,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\modeline.py
data,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\plugin.py
load,4,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\plugin.py
form,12,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\plugin.py
ev,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\regexopt.py
data,6,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\scanner.py
value,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\scanner.py
runtime,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\scanner.py
data,18,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\sphinxext.py
read,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\sphinxext.py
form,11,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\sphinxext.py
form,5,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\style.py
read,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\token.py
form,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\token.py
elo,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\token.py
value,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\token.py
ev,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\token.py
data,6,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\unistring.py
read,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\unistring.py
db,61,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\unistring.py
read,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\util.py
form,4,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\util.py
value,15,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\util.py
ev,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\util.py
form,28,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\__init__.py
value,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\__init__.py
ev,4,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\__init__.py
fair,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\__init__.py
stake,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\__init__.py
read,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py
form,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py
model,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py
capital,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py
value,54,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py
ev,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py
bet,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py
form,14,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\bbcode.py
value,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\bbcode.py
form,12,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\groff.py
value,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\groff.py
feature,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\html.py
form,48,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\html.py
value,20,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\html.py
ev,8,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\html.py
bet,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\html.py
runtime,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\html.py
read,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\img.py
query,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\img.py
form,39,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\img.py
value,12,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\img.py
ev,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\img.py
bet,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\img.py
form,14,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\irc.py
value,4,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\irc.py
read,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py
form,22,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py
elo,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py
value,24,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py
ev,9,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py
form,28,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\other.py
value,13,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\other.py
form,11,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\pangomarkup.py
value,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\pangomarkup.py
db,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py
form,16,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py
value,14,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py
ev,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py
bet,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py
form,13,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\svg.py
value,16,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\svg.py
ev,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\svg.py
form,15,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal.py
