keyword,file,count
feature,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,6
features,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,6
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,2
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,3
history,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,1
previous,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,2
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,5
previous,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\compat.py,1
rest,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,2
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\help.py,15
history,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,3
recent,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,1
previous,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,1
rating,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,1
power,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,1
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,7
history,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\sessions.py,16
previous,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\sessions.py,7
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\sessions.py,3
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\status_codes.py,2
power,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\structures.py,1
recent,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\utils.py,2
previous,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\utils.py,4
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\utils.py,7
rest,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\utils.py,2
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\__init__.py,3
recent,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\providers.py,1
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\providers.py,8
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\reporters.py,1
history,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers.py,1
previous,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers.py,5
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers.py,48
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\structs.py,3
rest,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\align.py,1
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\ansi.py,1
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\box.py,2
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\color.py,1
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\color_triplet.py,1
feature,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\console.py,18
features,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\console.py,17
transform,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\console.py,1
history,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\console.py,1
previous,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\console.py,4
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\console.py,53
trend,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\console.py,2
rest,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\console.py,2
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\control.py,5
feature,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\diagnose.py,4
features,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\diagnose.py,4
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\diagnose.py,4
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\errors.py,2
trend,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\errors.py,1
power,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\filesize.py,1
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\filesize.py,2
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\jupyter.py,3
trend,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\layout.py,5
previous,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\live.py,4
rest,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\live.py,12
previous,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\live_render.py,1
rest,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\live_render.py,2
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\logging.py,29
rest,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\markup.py,2
trend,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\measure.py,2
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\pretty.py,11
previous,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\progress.py,4
rating,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\progress.py,2
power,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\progress.py,1
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\progress.py,33
rating,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\segment.py,1
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\segment.py,1
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\style.py,7
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\syntax.py,5
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\table.py,1
trend,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\table.py,2
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\text.py,3
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\theme.py,1
feature,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\traceback.py,1
features,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\traceback.py,1
recent,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\traceback.py,1
previous,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\traceback.py,1
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\traceback.py,5
strength,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_emoji_codes.py,1
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_emoji_codes.py,5
trend,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_emoji_codes.py,2
rest,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_emoji_codes.py,4
rest,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_emoji_replace.py,2
transform,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_export_format.py,1
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_export_format.py,7
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_inspect.py,3
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_log_render.py,13
previous,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_loop.py,8
fitness,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_spinners.py,1
rest,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_spinners.py,1
previous,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_win32_console.py,1
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_win32_console.py,5
rest,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_win32_console.py,10
feature,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_windows.py,18
features,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_windows.py,18
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_windows.py,4
feature,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\__init__.py,1
features,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\__init__.py,1
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\__init__.py,1
feature,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\__main__.py,3
features,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\__main__.py,2
previous,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\__main__.py,4
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\__main__.py,1
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\tomli\_parser.py,4
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_api.py,8
rest,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_api.py,1
transform,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_macos.py,2
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_macos.py,5
rest,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_macos.py,26
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_openssl.py,1
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_windows.py,11
rest,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_windows.py,10
feature,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py,2
normalization,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py,1
historical,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py,1
recent,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py,4
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py,5
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py,7
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\exceptions.py,3
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\fields.py,27
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\filepost.py,4
transform,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\poolmanager.py,2
historical,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\poolmanager.py,1
recent,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\poolmanager.py,3
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\poolmanager.py,4
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\request.py,7
history,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\response.py,2
previous,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\response.py,2
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\response.py,2
recent,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\_collections.py,5
previous,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\_collections.py,2
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\_collections.py,2
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\__init__.py,6
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\appengine.py,10
rest,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\appengine.py,2
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\ntlmpool.py,3
encoder,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py,1
rating,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py,1
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py,8
feature,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py,1
previous,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py,2
rating,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py,1
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py,9
fitness,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py,1
rest,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py,2
feature,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\socks.py,2
features,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\socks.py,2
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\socks.py,2
rest,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_appengine_environ.py,1
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\bindings.py,8
fitness,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\bindings.py,1
rest,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\bindings.py,57
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\low_level.py,1
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\six.py,2
fitness,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\six.py,1
rest,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\six.py,1
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\connection.py,6
rating,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\request.py,1
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\response.py,2
rest,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\response.py,1
history,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\retry.py,16
previous,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\retry.py,1
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\retry.py,5
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssltransport.py,4
feature,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py,2
features,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py,1
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py,15
rest,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py,1
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_match_hostname.py,1
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\url.py,3
form,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\wait.py,1
form,E:\football_v\00_System_OS\01_DATA_LAYER\core\logger\formatter.py,2
form,E:\football_v\00_System_OS\01_DATA_LAYER\core\logger\handlers.py,6
form,E:\football_v\00_System_OS\01_DATA_LAYER\market\odds_manager.py,1
form,E:\football_v\00_System_OS\01_DATA_LAYER\quality\quality_engine.py,2
form,E:\football_v\00_System_OS\01_DATA_LAYER\registry\data_lineage.py,1
history,E:\football_v\00_System_OS\01_DATA_LAYER\registry\import_tracker.py,1
form,E:\football_v\00_System_OS\01_DATA_LAYER\registry\import_tracker.py,1
form,E:\football_v\00_System_OS\01_DATA_LAYER\registry\registry_manager.py,1
form,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\quality_rule_init.py,1
history,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\registry_init.py,1
history,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_scheduler_reliability.py,4
schedule,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_scheduler_reliability.py,3
history,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_task_history.py,11
history,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_task_reliability_full.py,4
schedule,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_task_reliability_full.py,1
form,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\manual_task.py,1
history,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\retry_engine.py,4
form,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\retry_engine.py,2
form,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\retry_logger.py,1
history,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\scheduler.py,4
form,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\scheduler.py,2
schedule,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\scheduler.py,2
history,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\task_history.py,7
form,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\task_history.py,1
history,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\task_manager.py,3
form,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\task_manager.py,2
feature,E:\football_v\00_System_OS\ARCHITECTURE_CLEANUP\architecture_classifier\architecture_classifier_V1.0.py,1
form,E:\football_v\00_System_OS\Automation\scheduler\scheduler_manager.py,1
schedule,E:\football_v\00_System_OS\Automation\scheduler\scheduler_manager.py,6
form,E:\football_v\00_System_OS\Bootstrap\bootstrap.py,1
recovery,E:\football_v\00_System_OS\Bootstrap\bootstrap.py,1
form,E:\football_v\00_System_OS\Bootstrap\config_generator.py,1
recovery,E:\football_v\00_System_OS\Bootstrap\config_generator.py,2
schedule,E:\football_v\00_System_OS\Bootstrap\config_generator.py,1
form,E:\football_v\00_System_OS\Bootstrap\deploy_system.py,2
recovery,E:\football_v\00_System_OS\Bootstrap\deploy_system.py,1
form,E:\football_v\00_System_OS\Bootstrap\setup_system.py,1
recovery,E:\football_v\00_System_OS\Bootstrap\setup_system.py,1
power,E:\football_v\00_System_OS\Bootstrap\system_check.py,1
form,E:\football_v\00_System_OS\Bootstrap\system_check.py,1
recovery,E:\football_v\00_System_OS\Bootstrap\system_check.py,2
schedule,E:\football_v\00_System_OS\Bootstrap\system_check.py,5
form,E:\football_v\00_System_OS\File_Manager\archive\archive_manager.py,1
history,E:\football_v\00_System_OS\File_Manager\archive\archive_manager_v11.py,2
form,E:\football_v\00_System_OS\File_Manager\archive\archive_manager_v11.py,1
form,E:\football_v\00_System_OS\File_Manager\duplicate\duplicate_detector_v11.py,1
history,E:\football_v\00_System_OS\File_Manager\lifecycle\lifecycle_engine.py,7
form,E:\football_v\00_System_OS\File_Manager\lifecycle\lifecycle_engine.py,1
historical,E:\football_v\00_System_OS\File_Manager\lifecycle\lifecycle_manager.py,1
form,E:\football_v\00_System_OS\File_Manager\lifecycle\lifecycle_manager.py,1
form,E:\football_v\00_System_OS\File_Manager\registry\file_registry_v11.py,1
form,E:\football_v\00_System_OS\File_Manager\scanner\file_scanner.py,2
form,E:\football_v\00_System_OS\File_Manager\version\version_manager.py,1
history,E:\football_v\00_System_OS\Monitor\monitor_service.py,6
form,E:\football_v\00_System_OS\Monitor\monitor_service.py,1
schedule,E:\football_v\00_System_OS\Monitor\monitor_service.py,3
form,E:\football_v\00_System_OS\Recovery\recovery_controller.py,1
rest,E:\football_v\00_System_OS\Recovery\recovery_controller.py,1
recovery,E:\football_v\00_System_OS\Recovery\recovery_controller.py,4
history,E:\football_v\00_System_OS\Recovery\recovery_service.py,7
form,E:\football_v\00_System_OS\Recovery\recovery_service.py,1
recovery,E:\football_v\00_System_OS\Recovery\recovery_service.py,8
form,E:\football_v\00_System_OS\registry\registry_manager.py,1
recovery,E:\football_v\00_System_OS\registry\registry_manager.py,2
form,E:\football_v\00_System_OS\registry\registry_scanner.py,2
form,E:\football_v\00_System_OS\scripts\framework_initializer.py,1
feature,E:\football_v\00_SYSTEM_TOOLS\deploy_execution_engine_stabilization_V1.0.py,2
feature_store,E:\football_v\00_SYSTEM_TOOLS\deploy_execution_engine_stabilization_V1.0.py,2
history,E:\football_v\00_SYSTEM_TOOLS\deploy_execution_engine_stabilization_V1.0.py,1
history,E:\football_v\00_SYSTEM_TOOLS\deploy_scripts\deploy_phase3_2_memory_bridge.py,1
form,E:\football_v\00_SYSTEM_TOOLS\deploy_scripts\deploy_phase3_2_memory_bridge.py,1
history,E:\football_v\00_SYSTEM_TOOLS\deploy_scripts\deploy_v15_phase1.py,2
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V1.0_V1.4.py,5
features,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V1.0_V1.4.py,4
history,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V1.0_V1.4.py,3
trend,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V1.0_V1.4.py,11
history,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V1.3_V1.4.py,17
previous,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V1.3_V1.4.py,4
history,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V1.5_V1.6.py,1
form,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V1.5_V1.6.py,2
history,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V1.7_V1.8.py,2
form,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V1.7_V1.8.py,11
history,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V1.9_V2.0.py,1
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V2.1_V2.2_BATCH.py,1
history,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V2.1_V2.2_BATCH.py,1
rest,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V2.3_V2.4_BATCH.py,5
recovery,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V2.3_V2.4_BATCH.py,8
rank,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V2.5_V2.6_BATCH.py,1
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V2.7_V2.8_BATCH.py,1
features,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V2.7_V2.8_BATCH.py,1
historical,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V2.7_V2.8_BATCH.py,3
strength,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V2.9_V3.0_BATCH.py,1
transform,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_test_V1.0.py,2
form,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_test_V1.0.py,2
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_batch_V1.0.py,3
schedule,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_batch_V1.0.py,4
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_V1.0_V1.3.py,1
schedule,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_V1.0_V1.3.py,6
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_backtest_system_V1.0_V1.3.py,8
features,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_backtest_system_V1.0_V1.3.py,1
historical,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_backtest_system_V1.0_V1.3.py,4
form,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_backtest_system_V1.0_V1.3.py,3
schedule,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_backtest_system_V1.0_V1.3.py,6
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_checkpoint_V1.0.py,2
transform,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_checkpoint_V1.0.py,1
form,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_checkpoint_V1.0.py,1
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_engine_V1.0.py,9
features,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_engine_V1.0.py,7
strength,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_engine_V1.0.py,3
recent,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_test_V1.0.py,1
strength,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_test_V1.0.py,1
form,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_test_V1.0.py,1
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_decision_engine_V1.0_V1.3.py,1
features,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_decision_engine_V1.0_V1.3.py,1
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_dynamic_feature_weight_checkpoint_V1.0.py,3
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_dynamic_feature_weight_engine_V1.0.py,9
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_dynamic_feature_weight_test_V1.0.py,3
transform,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_dynamic_feature_weight_test_V1.0.py,1
form,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_dynamic_feature_weight_test_V1.0.py,1
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_adapter_V1.0.py,15
features,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_adapter_V1.0.py,13
feature_store,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_adapter_V1.0.py,1
transform,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_adapter_V1.0.py,10
strength,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_adapter_V1.0.py,2
form,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_adapter_V1.0.py,10
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_core_V1.0.py,29
