size,imports,features,rows,entry_function,file,called_function,functions,dependency,layers,class,module,table,keywords,sql,lines,function,error,reason,migration,source,status,path,columns,classes,capability,line,database,count,keyword
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\filter.py,,,,,Filter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\filter.py,,,,,FunctionFilter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatter.py,,,,,Formatter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py,,,,,LexerMeta,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py,,,,,Lexer,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py,,,,,DelegatingLexer,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py,,,,,include,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py,,,,,_inherit,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py,,,,,combined,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py,,,,,_PseudoMatch,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py,,,,,_This,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py,,,,,default,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py,,,,,words,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py,,,,,RegexLexerMeta,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py,,,,,RegexLexer,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py,,,,,LexerContext,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py,,,,,ExtendedRegexLexer,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py,,,,,ProfilingRegexLexerMeta,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py,,,,,ProfilingRegexLexer,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\scanner.py,,,,,EndOfText,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\scanner.py,,,,,Scanner,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\sphinxext.py,,,,,PygmentsDoc,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\style.py,,,,,StyleMeta,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\style.py,,,,,Style,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\token.py,,,,,_TokenType,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\util.py,,,,,ClassNotFound,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\util.py,,,,,OptionError,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\util.py,,,,,Future,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\util.py,,,,,UnclosingTextIOWrapper,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py,,,,,CodeTagFilter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py,,,,,SymbolFilter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py,,,,,KeywordCaseFilter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py,,,,,NameHighlightFilter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py,,,,,ErrorToken,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py,,,,,RaiseOnErrorTokenFilter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py,,,,,VisibleWhitespaceFilter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py,,,,,GobbleFilter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py,,,,,TokenMergeFilter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\bbcode.py,,,,,BBCodeFormatter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\groff.py,,,,,GroffFormatter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\html.py,,,,,HtmlFormatter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\img.py,,,,,PilNotAvailable,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\img.py,,,,,FontNotFound,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\img.py,,,,,FontManager,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\img.py,,,,,ImageFormatter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\img.py,,,,,GifImageFormatter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\img.py,,,,,JpgImageFormatter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\img.py,,,,,BmpImageFormatter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\irc.py,,,,,IRCFormatter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,,,,,LatexFormatter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,,,,,LatexEmbeddedLexer,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\other.py,,,,,NullFormatter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\other.py,,,,,RawTokenFormatter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\other.py,,,,,TestcaseFormatter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\pangomarkup.py,,,,,PangoMarkupFormatter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py,,,,,RtfFormatter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\svg.py,,,,,SvgFormatter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal.py,,,,,TerminalFormatter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py,,,,,EscapeSequence,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py,,,,,Terminal256Formatter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py,,,,,TerminalTrueColorFormatter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py,,,,,_automodule,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\python.py,,,,,PythonLexer,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\python.py,,,,,Python2Lexer,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\python.py,,,,,_PythonConsoleLexerBase,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\python.py,,,,,PythonConsoleLexer,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\python.py,,,,,PythonTracebackLexer,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\python.py,,,,,Python2TracebackLexer,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\python.py,,,,,CythonLexer,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\python.py,,,,,DgLexer,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\python.py,,,,,NumPyLexer,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\python.py,,,,,_ReplaceInnerCode,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,,,,,_automodule,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,,,,,BackendUnavailable,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,,,,,HookMissing,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,,,,,UnsupportedOperation,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,,,,,BuildBackendHookCaller,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,,,,,SubprocessRunner,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,,,,,BackendUnavailable,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,,,,,HookMissing,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,,,,,_BackendPathFinder,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,,,,,_DummyException,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,,,,,GotUnsupportedOperation,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,,,,,BaseAdapter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,,,,,HTTPAdapter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,,,,,AuthBase,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,,,,,HTTPBasicAuth,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,,,,,HTTPProxyAuth,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,,,,,HTTPDigestAuth,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,,,,,MockRequest,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,,,,,MockResponse,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,,,,,CookieConflictError,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,,,,,RequestsCookieJar,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py,,,,,RequestException,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py,,,,,InvalidJSONError,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py,,,,,JSONDecodeError,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py,,,,,HTTPError,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py,,,,,ConnectionError,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py,,,,,ProxyError,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py,,,,,SSLError,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py,,,,,Timeout,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py,,,,,ConnectTimeout,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py,,,,,ReadTimeout,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py,,,,,URLRequired,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py,,,,,TooManyRedirects,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py,,,,,MissingSchema,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py,,,,,InvalidSchema,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py,,,,,InvalidURL,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py,,,,,InvalidHeader,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py,,,,,InvalidProxyURL,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py,,,,,ChunkedEncodingError,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py,,,,,ContentDecodingError,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py,,,,,StreamConsumedError,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py,,,,,RetryError,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py,,,,,UnrewindableBodyError,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py,,,,,RequestsWarning,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py,,,,,FileModeWarning,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py,,,,,RequestsDependencyWarning,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,,,,,RequestEncodingMixin,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,,,,,RequestHooksMixin,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,,,,,Request,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,,,,,PreparedRequest,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,,,,,Response,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\sessions.py,,,,,SessionRedirectMixin,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\sessions.py,,,,,Session,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\structures.py,,,,,CaseInsensitiveDict,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\structures.py,,,,,LookupDict,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\providers.py,,,,,AbstractProvider,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\providers.py,,,,,AbstractResolver,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\reporters.py,,,,,BaseReporter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers.py,,,,,ResolverException,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers.py,,,,,RequirementsConflicted,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers.py,,,,,InconsistentCandidate,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers.py,,,,,Criterion,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers.py,,,,,ResolutionError,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers.py,,,,,ResolutionImpossible,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers.py,,,,,ResolutionTooDeep,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers.py,,,,,Resolution,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers.py,,,,,Resolver,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\structs.py,,,,,DirectedGraph,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\structs.py,,,,,IteratorMapping,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\structs.py,,,,,_FactoryIterableView,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\structs.py,,,,,_SequenceIterableView,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\abc.py,,,,,RichRenderable,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\abc.py,,,,,Foo,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\align.py,,,,,Align,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\align.py,,,,,VerticalCenter,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\ansi.py,,,,,_AnsiToken,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\ansi.py,,,,,AnsiDecoder,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
,,,,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\bar.py,,,,,Bar,,,,,,,,,,Python_Class_Registry_V1.0.csv,,,,,,,,,
