"FullName","CreationTime","LastWriteTime"
"E:\football_v\99_DOCUMENTATION\FINAL_SYSTEM_COMPLETION_V4.0\SYSTEM_COMPLETION_CHECKPOINT_V4.0.json","2026-07-23 14:37:51","2026-07-23 14:37:51"
"E:\football_v\99_DOCUMENTATION\FIRST_REAL_PREDICTION_TEST_V4.0\final_advice_V4.0.json","2026-07-23 14:32:45","2026-07-23 14:32:45"
"E:\football_v\99_DOCUMENTATION\FIRST_REAL_PREDICTION_TEST_V4.0\fusion_result_V4.0.json","2026-07-23 14:32:45","2026-07-23 14:32:45"
"E:\football_v\99_DOCUMENTATION\FIRST_REAL_PREDICTION_TEST_V4.0\input_match_V4.0.json","2026-07-23 14:32:45","2026-07-23 14:32:45"
"E:\football_v\99_DOCUMENTATION\FIRST_REAL_PREDICTION_TEST_V4.0\model_output_V4.0.json","2026-07-23 14:32:45","2026-07-23 14:32:45"
"E:\football_v\99_DOCUMENTATION\FIRST_REAL_PREDICTION_TEST_V4.0\REAL_PREDICTION_ACCEPTANCE_V4.0.json","2026-07-23 14:32:45","2026-07-23 14:32:45"
"E:\football_v\99_DOCUMENTATION\MODEL_DATA_SNAPSHOT_V4.0\DATABASE_LOCATION_V4.0.json","2026-07-23 14:59:40","2026-07-23 14:59:40"
"E:\football_v\99_DOCUMENTATION\MODEL_DATA_SNAPSHOT_V4.0\DB_ARCHITECTURE_SCAN_V4.0.txt","2026-07-23 15:08:44","2026-07-23 15:08:45"
"E:\football_v\99_DOCUMENTATION\MODEL_DATA_SNAPSHOT_V4.0\FOOTBALL_V_DATA_SCAN_V4.0.txt","2026-07-23 15:03:49","2026-07-23 15:03:49"
"E:\football_v\99_DOCUMENTATION\MODEL_DATA_SNAPSHOT_V4.0\FULL_SYSTEM_SCAN_V4.0.txt","2026-07-23 15:33:19","2026-07-23 15:33:20"
"E:\football_v\99_DOCUMENTATION\MODEL_DATA_SNAPSHOT_V4.0\MODEL_DATA_SNAPSHOT_V4.0.json","2026-07-23 14:51:14","2026-07-23 14:51:14"
"E:\football_v\99_DOCUMENTATION\MODEL_TRAINING_READY_V4.0\MODEL_TRAINING_READY_CHECKPOINT_V4.0.json","2026-07-23 14:41:47","2026-07-23 14:41:47"
"E:\football_v\99_DOCUMENTATION\MODEL_TRAINING_READY_V4.0\TRAINING_ENGINE_CHECKPOINT_V4.0.json","2026-07-23 14:44:59","2026-07-23 14:44:59"
"E:\football_v\99_DOCUMENTATION\reports\Architecture_Cleanup_Report_V1.0.json","2026-07-23 13:07:15","2026-07-23 13:07:15"
"E:\football_v\99_DOCUMENTATION\reports\Architecture_Duplicate_Report_V1.0.json","2026-07-23 13:07:15","2026-07-23 13:07:15"
"E:\football_v\99_DOCUMENTATION\reports\Architecture_Module_Map_V1.0.json","2026-07-23 13:07:15","2026-07-23 13:07:15"
"E:\football_v\99_DOCUMENTATION\reports\DATABASE_FOUR_CHECK_REPORT_V1.0.json","2026-07-23 18:41:57","2026-07-23 18:41:57"
"E:\football_v\99_DOCUMENTATION\reports\DATABASE_SYSTEM_DB_MIGRATION_V2.2.2_REPORT.json","2026-07-23 18:43:50","2026-07-23 18:43:50"
"E:\football_v\99_DOCUMENTATION\reports\DATABASE_SYSTEM_INITIALIZE_V2.2.3_REPORT.json","2026-07-23 18:48:20","2026-07-23 18:48:20"
"E:\football_v\99_DOCUMENTATION\reports\DATABASE_SYSTEM_VALIDATION_V2.2.4_REPORT.json","2026-07-23 18:49:33","2026-07-23 18:49:33"
"E:\football_v\99_DOCUMENTATION\reports\DATABASE_UNIFIED_MIGRATION_V2.2_REPORT.json","2026-07-23 18:36:08","2026-07-23 18:36:08"
"E:\football_v\99_DOCUMENTATION\reports\DATABASE_UNIFIED_VALIDATION_V2.2.1_REPORT.json","2026-07-23 18:38:12","2026-07-23 18:38:12"
"E:\football_v\99_DOCUMENTATION\reports\FEATURE_ENGINE_HISTORY_V1.0.1_REPORT.json","2026-07-23 19:00:57","2026-07-23 19:00:57"
"E:\football_v\99_DOCUMENTATION\reports\FEATURE_MODEL_DEPLOYMENT_V1.0_REPORT.json","2026-07-23 18:57:45","2026-07-23 18:57:45"
"E:\football_v\99_DOCUMENTATION\reports\FOOTBALL_AI_OS_APPLICATION_LAYER_V2.5_REAL_REPORT.json","2026-07-23 20:09:45","2026-07-23 20:09:45"
"E:\football_v\99_DOCUMENTATION\reports\FOOTBALL_AI_OS_DECISION_LAYER_V2.4_REAL_REPORT.json","2026-07-23 20:08:05","2026-07-23 20:08:05"
"E:\football_v\99_DOCUMENTATION\reports\FOOTBALL_AI_OS_MODEL_LAYER_V2.3_REAL_REPORT.json","2026-07-23 20:05:57","2026-07-23 20:05:57"
"E:\football_v\99_DOCUMENTATION\reports\FOOTBALL_AI_OS_V2.0_REAL_DEPLOY_REPORT.json","2026-07-23 19:48:35","2026-07-23 19:48:35"
"E:\football_v\99_DOCUMENTATION\reports\FOOTBALL_AI_OS_V2.1_REAL_ALL_FIX2_REPORT.json","2026-07-23 19:54:10","2026-07-23 19:54:10"
"E:\football_v\99_DOCUMENTATION\reports\FOOTBALL_AI_OS_V2.2_VALIDATION_REPORT.json","2026-07-23 19:55:32","2026-07-23 19:56:43"
"E:\football_v\99_DOCUMENTATION\reports\FOOTBALL_AI_OS_V2.6_SYSTEM_HEALTH_REPORT.json","2026-07-23 20:11:25","2026-07-23 20:11:25"
"E:\football_v\99_DOCUMENTATION\reports\MODEL_MIGRATION_V1.1_REPORT.json","2026-07-23 19:02:47","2026-07-23 19:02:47"
"E:\football_v\99_DOCUMENTATION\reports\Prediction_ENGINE_V1.0_REPORT.json","2026-07-23 19:03:57","2026-07-23 19:03:59"
"E:\football_v\99_DOCUMENTATION\reports\PREDICTION_ENGINE_V1.1_REAL_REPORT.json","2026-07-23 19:15:23","2026-07-23 19:54:08"
"E:\football_v\99_DOCUMENTATION\reports\PREDICTION_INTELLIGENCE_V1.3_FIX_REPORT.json","2026-07-23 19:24:52","2026-07-23 19:24:52"
"E:\football_v\99_DOCUMENTATION\reports\PREDICTION_INTELLIGENCE_V1.4_REAL_REPORT.json","2026-07-23 19:26:31","2026-07-23 19:26:31"
"E:\football_v\99_DOCUMENTATION\reports\PREDICTION_INTELLIGENCE_V1.5_REAL_REPORT.json","2026-07-23 19:30:54","2026-07-23 19:54:10"
"E:\football_v\99_DOCUMENTATION\reports\PREDICTION_INTELLIGENCE_V1.6_REAL_REPORT.json","2026-07-23 19:36:31","2026-07-23 19:36:31"
"E:\football_v\99_DOCUMENTATION\reports\PREDICTION_PHASE_V1.2_BATCH_REPORT.json","2026-07-23 19:18:22","2026-07-23 19:54:08"
"E:\football_v\99_DOCUMENTATION\SYSTEM_CHECKPOINTS\DATABASE_ASSET_SCAN_V4.0.txt","2026-07-23 16:08:10","2026-07-23 16:09:17"
"E:\football_v\99_DOCUMENTATION\SYSTEM_CHECKPOINTS\FULL_FILE_INVENTORY_V4.0.csv","2026-07-23 16:07:23","2026-07-23 16:09:17"
"E:\football_v\99_DOCUMENTATION\SYSTEM_CHECKPOINTS\MODEL_ASSET_SCAN_V4.0.txt","2026-07-23 16:08:20","2026-07-23 16:09:18"
"E:\football_v\99_DOCUMENTATION\SYSTEM_CHECKPOINTS\MODULE_STRUCTURE_V4.0.txt","2026-07-23 16:07:37","2026-07-23 16:09:17"
"E:\football_v\99_DOCUMENTATION\SYSTEM_CHECKPOINTS\OLD_PATH_REFERENCE_SCAN_V4.0.txt","2026-07-23 16:09:22","2026-07-23 16:09:33"
"E:\football_v\99_DOCUMENTATION\SYSTEM_CHECKPOINTS\SYSTEM_REFERENCE_SCAN_V4.0.txt","2026-07-23 16:09:18","2026-07-23 16:09:22"
"E:\football_v\99_DOCUMENTATION\SYSTEM_CHECKPOINTS\SYSTEM_CHECKPOINTS\FOOTBALL_V_CHECKPOINT_SYSTEM_SCAN_V4.0.json","2026-07-23 16:07:07","2026-07-23 16:54:54"
"E:\football_v\99_DOCUMENTATION\tools\architecture_cleanup_scanner_V1.0.py","2026-07-23 13:07:14","2026-07-23 13:07:14"
"E:\football_v\99_DOCUMENTATION\TRAINING_PREFLIGHT_CHECK_V4.0\TRAINING_PREFLIGHT_REPORT_V4.0.json","2026-07-23 14:42:44","2026-07-23 14:42:44"
"E:\football_v\99_DOCUMENTATION\V4_RUNTIME_VALIDATION_V4.0\FINAL_RUNTIME_ACCEPTANCE_V4.0.json","2026-07-23 14:32:08","2026-07-23 14:32:08"
"E:\football_v\99_DOCUMENTATION\V4_RUNTIME_VALIDATION_V4.0\model_validation_V4.0.json","2026-07-23 14:32:08","2026-07-23 14:32:08"
"E:\football_v\99_DOCUMENTATION\V4_RUNTIME_VALIDATION_V4.0\prediction_test_V4.0.json","2026-07-23 14:32:08","2026-07-23 14:32:08"
"E:\football_v\99_DOCUMENTATION\V4_RUNTIME_VALIDATION_V4.0\runtime_check_V4.0.json","2026-07-23 14:32:08","2026-07-23 14:32:08"
"E:\football_v\AI_RUNTIME\ai_report.py","2026-07-23 10:23:10","2026-07-23 10:23:10"
"E:\football_v\AI_RUNTIME\engine.py","2026-07-23 09:50:50","2026-07-23 10:16:43"
"E:\football_v\AI_RUNTIME\final_decision.py","2026-07-23 10:23:00","2026-07-23 10:23:00"
"E:\football_v\AI_RUNTIME\model_connector.py","2026-07-23 10:01:23","2026-07-23 10:01:23"
"E:\football_v\AI_RUNTIME\model_fusion.py","2026-07-23 10:21:33","2026-07-23 10:21:33"
"E:\football_v\AI_RUNTIME\model_outputs.py","2026-07-23 10:21:44","2026-07-23 10:21:44"
"E:\football_v\AI_RUNTIME\model_runtime_connector.py","2026-07-23 10:05:21","2026-07-23 10:05:21"
"E:\football_v\AI_RUNTIME\prediction_executor.py","2026-07-23 10:09:39","2026-07-23 10:23:19"
"E:\football_v\AI_RUNTIME\router.py","2026-07-23 09:50:50","2026-07-23 10:12:46"
"E:\football_v\AI_RUNTIME\runtime.py","2026-07-23 09:50:50","2026-07-23 18:18:45"
"E:\football_v\AI_RUNTIME\__pycache__\ai_report.cpython-312.pyc","2026-07-23 10:23:28","2026-07-23 10:23:28"
"E:\football_v\AI_RUNTIME\__pycache__\engine.cpython-312.pyc","2026-07-23 10:16:52","2026-07-23 10:16:52"
"E:\football_v\AI_RUNTIME\__pycache__\final_decision.cpython-312.pyc","2026-07-23 10:23:28","2026-07-23 10:23:28"
"E:\football_v\AI_RUNTIME\__pycache__\model_connector.cpython-312.pyc","2026-07-23 10:01:44","2026-07-23 10:01:44"
"E:\football_v\AI_RUNTIME\__pycache__\model_fusion.cpython-312.pyc","2026-07-23 10:22:03","2026-07-23 10:22:03"
"E:\football_v\AI_RUNTIME\__pycache__\model_outputs.cpython-312.pyc","2026-07-23 10:22:03","2026-07-23 10:22:03"
"E:\football_v\AI_RUNTIME\__pycache__\model_runtime_connector.cpython-312.pyc","2026-07-23 10:05:52","2026-07-23 10:05:52"
"E:\football_v\AI_RUNTIME\__pycache__\prediction_executor.cpython-312.pyc","2026-07-23 10:23:28","2026-07-23 10:23:28"
"E:\football_v\AI_RUNTIME\__pycache__\router.cpython-312.pyc","2026-07-23 10:12:55","2026-07-23 10:12:55"
"E:\football_v\AI_RUNTIME\__pycache__\runtime.cpython-312.pyc","2026-07-23 10:15:55","2026-07-23 10:15:55"
"E:\football_v\archive\V4_CLEANUP_ARCHIVE\deploy_Football_AI_OS_V2.7_REAL_SIMULATION_ALL.ps1","2026-07-23 21:13:26","2026-07-23 20:20:36"
"E:\football_v\archive\V4_CLEANUP_ARCHIVE\deploy_Football_AI_OS_V2.8_REAL_PREDICTION_API_ALL.ps1","2026-07-23 21:13:27","2026-07-23 20:27:06"
"E:\football_v\archive\V4_CLEANUP_ARCHIVE\deploy_Football_AI_OS_V2.9_REAL_END_TO_END_TEST_ALL.ps1","2026-07-23 21:13:27","2026-07-23 20:28:38"
"E:\football_v\archive\V4_CLEANUP_ARCHIVE\deploy_MODEL_LAYER_V2.10_OPTIMIZATION_ALL.ps1","2026-07-23 21:13:27","2026-07-23 20:33:34"
"E:\football_v\archive\V4_CLEANUP_ARCHIVE\deploy_MODEL_LAYER_V2.11_FEEDBACK_LOOP_ALL.ps1","2026-07-23 21:13:27","2026-07-23 20:35:33"
"E:\football_v\checkpoint\Football_AI_OS_Checkpoint_V3.0_FINAL.json","2026-07-23 20:44:38","2026-07-23 20:44:38"
"E:\football_v\checkpoint\FOOTBALL_AI_OS_Checkpoint_V4.0_ARCHITECTURE_GOVERNANCE.json","2026-07-24 10:45:12","2026-07-24 10:45:12"
"E:\football_v\checkpoint\Football_AI_OS_Checkpoint_V4.0_PRODUCTION_OPERATION.json","2026-07-23 21:27:31","2026-07-23 21:27:31"
"E:\football_v\checkpoint\Football_AI_OS_V4.0_PRODUCTION_BASELINE.json","2026-07-23 21:15:38","2026-07-23 21:17:16"
"E:\football_v\deployment_reports\FOOTBALL_AI_OS_V2.1_DEPLOYMENT_REPORT.json","2026-07-23 18:12:52","2026-07-23 18:18:45"
"E:\football_v\deployment_scripts\application_layer_db_test_tmp.py","2026-07-23 20:09:46","2026-07-23 20:09:46"
"E:\football_v\deployment_scripts\application_layer_V2.5_initializer.py","2026-07-23 20:09:11","2026-07-23 20:09:11"
"E:\football_v\deployment_scripts\audit_feedback_flow_v4.py","2026-07-23 23:06:08","2026-07-23 23:06:08"
"E:\football_v\deployment_scripts\audit_feedback_pipeline.py","2026-07-24 07:14:02","2026-07-24 07:14:02"
"E:\football_v\deployment_scripts\audit_learning_database_schema_v4.py","2026-07-23 23:11:20","2026-07-23 23:11:20"
"E:\football_v\deployment_scripts\audit_learning_pipeline_final.py","2026-07-24 07:41:09","2026-07-24 07:41:09"
"E:\football_v\deployment_scripts\audit_self_learning_engine_v4.py","2026-07-23 23:16:40","2026-07-23 23:16:40"
"E:\football_v\deployment_scripts\check_database_migration_V1.0.py","2026-07-23 18:29:34","2026-07-23 18:29:34"
"E:\football_v\deployment_scripts\check_feedback_tables.py","2026-07-24 07:04:56","2026-07-24 07:04:56"
"E:\football_v\deployment_scripts\check_learning_feedback_db.py","2026-07-23 22:49:05","2026-07-23 22:49:05"
"E:\football_v\deployment_scripts\check_prediction_feedback_count.py","2026-07-24 07:24:42","2026-07-24 07:24:42"
"E:\football_v\deployment_scripts\check_prediction_feedback_table.py","2026-07-24 07:10:31","2026-07-24 07:10:31"
"E:\football_v\deployment_scripts\check_prediction_result_schema.py","2026-07-24 07:08:16","2026-07-24 07:08:16"
"E:\football_v\deployment_scripts\create_prediction_feedback_table.py","2026-07-24 07:12:20","2026-07-24 07:12:20"
"E:\football_v\deployment_scripts\database_four_check_engine_V1.0.py","2026-07-23 18:41:45","2026-07-23 18:41:45"
"E:\football_v\deployment_scripts\database_init_system_db_V2.2.3.py","2026-07-23 18:48:06","2026-07-23 18:48:06"
"E:\football_v\deployment_scripts\database_system_db_migration_V2.2.2.py","2026-07-23 18:43:40","2026-07-23 18:43:40"
"E:\football_v\deployment_scripts\database_system_db_validation_V2.2.4.py","2026-07-23 18:49:21","2026-07-23 18:49:21"
"E:\football_v\deployment_scripts\database_unified_migration_engine_V2.2.py","2026-07-23 18:34:25","2026-07-23 18:35:39"
"E:\football_v\deployment_scripts\database_unified_validation_V2.2.1.py","2026-07-23 18:38:00","2026-07-23 18:38:00"
"E:\football_v\deployment_scripts\db_check_tmp.py","2026-07-23 19:32:19","2026-07-23 19:32:19"
"E:\football_v\deployment_scripts\decision_layer_db_test_tmp.py","2026-07-23 20:08:05","2026-07-23 20:08:05"
"E:\football_v\deployment_scripts\decision_layer_V2.4_initializer.py","2026-07-23 20:07:26","2026-07-23 20:07:26"
"E:\football_v\deployment_scripts\deploy_application_layer_V2.5_REAL_ALL_FIX.ps1","2026-07-23 20:09:35","2026-07-23 20:09:35"
"E:\football_v\deployment_scripts\deploy_decision_layer_V2.4_REAL_ALL_FIX.ps1","2026-07-23 20:07:54","2026-07-23 20:07:54"
"E:\football_v\deployment_scripts\deploy_feature_engine_history_V1.0.1.py","2026-07-23 19:00:51","2026-07-23 19:00:51"
"E:\football_v\deployment_scripts\deploy_feature_engine_history_V1.0.py","2026-07-23 18:59:45","2026-07-23 18:59:45"
"E:\football_v\deployment_scripts\deploy_feature_model_layer_V1.0.py","2026-07-23 18:55:59","2026-07-23 18:57:31"
"E:\football_v\deployment_scripts\deploy_football_ai_os_unified_V2.1.py","2026-07-23 18:12:36","2026-07-23 18:18:05"
"E:\football_v\deployment_scripts\deploy_Football_AI_OS_V2.1_REAL_ALL_FIX2.ps1","2026-07-23 19:53:32","2026-07-23 19:53:43"
"E:\football_v\deployment_scripts\deploy_Football_AI_OS_V2.2_VALIDATION_REAL.ps1","2026-07-23 19:56:28","2026-07-23 19:56:28"
"E:\football_v\deployment_scripts\deploy_Football_AI_OS_V2.6_INTEGRATION_REAL_ALL.ps1","2026-07-23 20:11:17","2026-07-23 20:11:17"
"E:\football_v\deployment_scripts\deploy_Football_AI_OS_V2.7.1_REAL_SIMULATION_FIX.ps1","2026-07-23 20:22:11","2026-07-23 20:22:20"
"E:\football_v\deployment_scripts\deploy_Football_AI_OS_V2.7_REAL_SIMULATION_ALL.ps1","2026-07-23 20:20:27","2026-07-23 20:20:36"
"E:\football_v\deployment_scripts\deploy_Football_AI_OS_V2.8_REAL_PREDICTION_API_ALL.ps1","2026-07-23 20:26:59","2026-07-23 20:27:06"
"E:\football_v\deployment_scripts\deploy_Football_AI_OS_V2.9_REAL_END_TO_END_TEST_ALL.ps1","2026-07-23 20:28:32","2026-07-23 20:28:38"
"E:\football_v\deployment_scripts\deploy_Football_AI_OS_V3.0_FINAL_FREEZE_CHECK.ps1","2026-07-23 20:42:53","2026-07-23 20:42:53"
"E:\football_v\deployment_scripts\deploy_MODEL_LAYER_V2.10_OPTIMIZATION_ALL.ps1","2026-07-23 20:33:27","2026-07-23 20:33:34"
"E:\football_v\deployment_scripts\deploy_MODEL_LAYER_V2.11_FEEDBACK_LOOP_ALL.ps1","2026-07-23 20:35:26","2026-07-23 20:35:33"
"E:\football_v\deployment_scripts\deploy_model_layer_V2.3_REAL_ALL_FIX2.ps1","2026-07-23 20:05:22","2026-07-23 20:05:22"
"E:\football_v\deployment_scripts\deploy_prediction_engine_V1.0.py","2026-07-23 19:03:56","2026-07-23 19:03:56"
"E:\football_v\deployment_scripts\deploy_prediction_engine_V1.1_REAL_FIX.py","2026-07-23 19:13:16","2026-07-23 19:13:16"
"E:\football_v\deployment_scripts\deploy_prediction_intelligence_V1.3.ps1","2026-07-23 19:20:43","2026-07-23 19:20:43"
"E:\football_v\deployment_scripts\deploy_prediction_intelligence_V1.3_FIX.ps1","2026-07-23 19:22:19","2026-07-23 19:22:19"
"E:\football_v\deployment_scripts\deploy_prediction_intelligence_V1.4_REAL.py","2026-07-23 19:26:20","2026-07-23 19:26:20"
"E:\football_v\deployment_scripts\deploy_prediction_intelligence_V1.5_REAL.ps1","2026-07-23 19:30:12","2026-07-23 19:30:12"
"E:\football_v\deployment_scripts\deploy_prediction_intelligence_V1.6_REAL.ps1","2026-07-23 19:38:04","2026-07-23 19:38:04"
"E:\football_v\deployment_scripts\deploy_prediction_phase_V1.2_batch.py","2026-07-23 19:16:49","2026-07-23 19:16:49"
"E:\football_v\deployment_scripts\deploy_prediction_phase_V1.2_fix.ps1","2026-07-23 19:18:02","2026-07-23 19:18:02"
"E:\football_v\deployment_scripts\football_ai_os_V2.0_real_engine.py","2026-07-23 19:48:23","2026-07-23 19:48:23"
"E:\football_v\deployment_scripts\global_audit.py","2026-07-24 07:35:54","2026-07-24 07:35:54"
"E:\football_v\deployment_scripts\integration_layer_V2.6_initializer.py","2026-07-23 20:10:53","2026-07-23 20:10:53"
"E:\football_v\deployment_scripts\model_layer_V2.3_initializer.py","2026-07-23 20:04:58","2026-07-23 20:04:58"
"E:\football_v\deployment_scripts\model_migration_engine_V1.0.py","2026-07-23 19:02:01","2026-07-23 19:02:01"
"E:\football_v\deployment_scripts\model_migration_engine_V1.1.py","2026-07-23 19:02:46","2026-07-23 19:02:46"
"E:\football_v\deployment_scripts\prediction_database_test_V1.3.py","2026-07-23 19:23:25","2026-07-23 19:23:25"
"E:\football_v\deployment_scripts\prediction_database_test_V1.4.py","2026-07-23 19:55:32","2026-07-23 19:55:32"
"E:\football_v\deployment_scripts\prediction_intelligence_init_V1.3_FIX.py","2026-07-23 19:24:33","2026-07-23 19:24:33"
"E:\football_v\deployment_scripts\test_feedback_connector.py","2026-07-24 07:31:55","2026-07-24 07:31:55"
"E:\football_v\deployment_scripts\upgrade_model_registry_schema_V1.0.py","2026-07-23 19:15:06","2026-07-23 19:15:06"
"E:\football_v\reports\after_20260723_1000_files.csv","2026-07-24 12:42:40","2026-07-24 12:42:40"
"E:\football_v\reports\clean_duplicate_report.json","2026-07-23 20:55:05","2026-07-23 20:55:05"
"E:\football_v\reports\FOOTBALL_AI_OS_V4_GLOBAL_AUDIT.json","2026-07-24 07:35:56","2026-07-24 07:35:56"
"E:\football_v\reports\V4_CLEANUP_REPORT.json","2026-07-23 21:13:27","2026-07-23 21:13:27"
"E:\football_v\reports\V4_FEEDBACK_FLOW_AUDIT_REPORT.json","2026-07-23 23:06:09","2026-07-23 23:06:09"
"E:\football_v\reports\V4_FINAL_AUDIT_REPORT.json","2026-07-23 21:11:40","2026-07-23 21:11:40"
"E:\football_v\reports\V4_LEARNING_DATABASE_SCHEMA_AUDIT.json","2026-07-23 23:11:22","2026-07-23 23:11:22"
"E:\football_v\reports\V4_PRODUCTION_BASELINE_REPORT.json","2026-07-23 21:15:38","2026-07-23 21:17:16"
"E:\football_v\reports\V4_SELF_LEARNING_ENGINE_AUDIT.json","2026-07-23 23:16:42","2026-07-23 23:16:42"
