"FullName","Length","LastWriteTime"
"E:\FOOTBALL_V\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_V1.0.py","4340","2026-07-22 14:14:41"
"E:\FOOTBALL_V\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_V1.0_V1.3.py","15868","2026-07-21 11:27:06"
"E:\FOOTBALL_V\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_engine_V1.0.py","4169","2026-07-22 14:02:07"
"E:\FOOTBALL_V\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_test_V1.0.py","4824","2026-07-22 14:09:36"
"E:\FOOTBALL_V\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_report_intelligence_layer_test_V1.0.py","1572","2026-07-22 17:02:03"
"E:\FOOTBALL_V\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_report_intelligence_layer_V1.0.py","3311","2026-07-22 17:02:01"
"E:\FOOTBALL_V\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_system_monitoring_layer_test_V1.0.py","1503","2026-07-22 17:19:38"
"E:\FOOTBALL_V\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_system_monitoring_layer_V1.0.py","2829","2026-07-22 17:19:35"
"E:\FOOTBALL_V\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\__pycache__\deploy_ai_autonomous_engine_HIL_V2.7_V2.8_BATCH.cpython-312.pyc","9787","2026-07-21 14:21:52"
"E:\FOOTBALL_V\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\__pycache__\deploy_ai_autonomous_engine_HIL_V2.9_V3.0_BATCH.cpython-312.pyc","11217","2026-07-21 14:26:22"
"E:\FOOTBALL_V\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\__pycache__\deploy_decision_engine_V1.0_V1.3.cpython-312.pyc","12049","2026-07-21 11:51:23"
"E:\FOOTBALL_V\00_SYSTEM_TOOLS\Module_Deployment_Tool\registry\deployment_tool_registry.json","168","2026-07-22 13:53:47"
"E:\FOOTBALL_V\00_SYSTEM_TOOLS\Module_Deployment_Tool\reports\deployment_tool_deploy_report.json","161","2026-07-22 13:53:47"
"E:\FOOTBALL_V\00_SYSTEM_TOOLS\Module_Deployment_Tool\reports\deployment_tool_test_report.json","995","2026-07-22 13:56:04"
"E:\FOOTBALL_V\00_SYSTEM_TOOLS\RUNTIME_VALIDATION_V4.0\runtime_validation_V4.0.py","2034","2026-07-23 14:32:08"
"E:\FOOTBALL_V\01_DATA_LAYER\database\match_data.db","268857344","2026-07-22 18:59:54"
"E:\FOOTBALL_V\01_Data_Source\acceptance\acceptance_check.py","2162","2026-07-20 17:09:58"
"E:\FOOTBALL_V\01_Data_Source\download\data_downloader.py","2868","2026-07-20 17:00:24"
"E:\FOOTBALL_V\01_Data_Source\download\download_history.json","256","2026-07-20 17:00:37"
"E:\FOOTBALL_V\01_Data_Source\monitor\source_health_report.json","705","2026-07-20 16:53:54"
"E:\FOOTBALL_V\01_Data_Source\monitor\source_monitor.py","2622","2026-07-20 16:53:39"
"E:\FOOTBALL_V\01_Data_Source\pipeline\pipeline_runner.py","858","2026-07-20 17:04:43"
"E:\FOOTBALL_V\01_Data_Source\pipeline\source_scanner.py","698","2026-07-20 17:02:24"
"E:\FOOTBALL_V\01_Data_Source\pipeline\source_validator.py","550","2026-07-20 17:02:41"
"E:\FOOTBALL_V\01_Data_Source\pipeline\__pycache__\source_scanner.cpython-312.pyc","1207","2026-07-20 17:05:18"
"E:\FOOTBALL_V\01_Data_Source\pipeline\__pycache__\source_validator.cpython-312.pyc","846","2026-07-20 17:05:18"
"E:\FOOTBALL_V\01_Data_Source\registry\source_registry.json","1248","2026-07-20 16:57:19"
"E:\FOOTBALL_V\01_Data_Source\registry\source_registry.py","1531","2026-07-20 16:58:20"
"E:\FOOTBALL_V\01_Data_Source\registry\source_registry.pynotepad","0","2026-07-20 16:57:54"
"E:\FOOTBALL_V\01_Data_Source\reports\data_source_acceptance_report.json","1013","2026-07-20 17:10:10"
"E:\FOOTBALL_V\02_Data_Platform\data_loader\data_loader.py","1086","2026-07-20 17:43:30"
"E:\FOOTBALL_V\02_Data_Platform\data_loader\__init__.py","73","2026-07-20 17:45:41"
"E:\FOOTBALL_V\02_Data_Platform\data_loader\engine\loader_engine.py","1450","2026-07-20 17:44:54"
"E:\FOOTBALL_V\02_Data_Platform\data_loader\formats\csv_loader.py","337","2026-07-20 17:45:25"
"E:\FOOTBALL_V\02_Data_Platform\data_manager\dataset_manager.py","503","2026-07-20 17:52:48"
"E:\FOOTBALL_V\02_Data_Platform\data_manager\dataset_registry.json","583","2026-07-20 17:49:20"
"E:\FOOTBALL_V\02_Data_Platform\data_manager\dataset_registry.py","2340","2026-07-20 17:48:23"
"E:\FOOTBALL_V\02_Data_Platform\data_manager\data_manager.py","674","2026-07-20 17:52:05"
"E:\FOOTBALL_V\02_Data_Platform\data_manager\__init__.py","156","2026-07-20 17:49:12"
"E:\FOOTBALL_V\02_Data_Platform\data_manager\__main__.py","452","2026-07-20 17:54:22"
"E:\FOOTBALL_V\02_Data_Platform\data_manager\__pycache__\dataset_manager.cpython-312.pyc","1070","2026-07-20 17:55:22"
"E:\FOOTBALL_V\02_Data_Platform\data_manager\__pycache__\dataset_registry.cpython-312.pyc","2670","2026-07-20 17:55:22"
"E:\FOOTBALL_V\02_Data_Platform\data_manager\__pycache__\data_manager.cpython-312.pyc","1101","2026-07-20 17:55:22"
"E:\FOOTBALL_V\02_Data_Platform\integration\platform_bootstrap.py","2293","2026-07-20 18:10:42"
"E:\FOOTBALL_V\02_Data_Platform\metadata\data_platform_registry.json","729","2026-07-20 17:14:38"
"E:\FOOTBALL_V\02_Data_Platform\metadata\metadata_manager.py","1100","2026-07-20 18:05:29"
"E:\FOOTBALL_V\02_Data_Platform\metadata\metadata_registry.json","597","2026-07-20 18:04:56"
"E:\FOOTBALL_V\02_Data_Platform\metadata\metadata_schema.py","397","2026-07-20 18:05:12"
"E:\FOOTBALL_V\02_Data_Platform\metadata\lineage\data_lineage.py","2519","2026-07-20 18:07:10"
"E:\FOOTBALL_V\02_Data_Platform\metadata\lineage\lineage_registry.json","318","2026-07-20 18:07:23"
"E:\FOOTBALL_V\02_Data_Platform\pipeline\data_pipeline.py","631","2026-07-20 17:25:11"
"E:\FOOTBALL_V\02_Data_Platform\raw\raw_manager.py","812","2026-07-20 17:17:34"
"E:\FOOTBALL_V\02_Data_Platform\raw\raw_registry.json","55041","2026-07-20 17:17:53"
"E:\FOOTBALL_V\02_Data_Platform\raw\raw_registry.py","907","2026-07-20 17:17:15"
"E:\FOOTBALL_V\02_Data_Platform\raw\raw_scanner.py","834","2026-07-20 17:16:37"
"E:\FOOTBALL_V\02_Data_Platform\raw\__pycache__\raw_registry.cpython-312.pyc","1620","2026-07-20 17:17:53"
"E:\FOOTBALL_V\02_Data_Platform\raw\__pycache__\raw_scanner.cpython-312.pyc","1252","2026-07-20 17:17:53"
"E:\FOOTBALL_V\02_Data_Platform\registry\data_platform_registry.json","526","2026-07-20 17:27:24"
"E:\FOOTBALL_V\02_Data_Platform\registry\data_platform_registry.py","1063","2026-07-20 17:25:28"
"E:\FOOTBALL_V\02_Data_Platform\storage_engine\storage_manager.py","2290","2026-07-20 17:34:37"
"E:\FOOTBALL_V\02_Data_Platform\storage_engine\storage_registry.json","696","2026-07-20 17:40:04"
"E:\FOOTBALL_V\02_FEATURE_LAYER\database\feature_store.db","88891392","2026-07-22 19:00:05"
"E:\FOOTBALL_V\03_Data_Governance\audit\audit_engine.py","2570","2026-07-20 18:26:56"
"E:\FOOTBALL_V\03_Data_Governance\audit\audit_rules.json","846","2026-07-20 18:26:56"
"E:\FOOTBALL_V\03_Data_Governance\controller\governance_controller.py","2495","2026-07-20 18:29:15"
"E:\FOOTBALL_V\03_Data_Governance\lineage\lineage_engine.py","1967","2026-07-20 18:25:08"
"E:\FOOTBALL_V\03_Data_Governance\lineage\lineage_registry.json","626","2026-07-20 18:25:08"
"E:\FOOTBALL_V\03_Data_Governance\quality\quality_engine.py","2203","2026-07-20 18:19:11"
"E:\FOOTBALL_V\03_Data_Governance\registry\audit_registry.json","157","2026-07-20 18:26:56"
"E:\FOOTBALL_V\03_Data_Governance\registry\data_registry.json","119","2026-07-20 16:19:54"
"E:\FOOTBALL_V\03_Data_Governance\registry\governance_registry.json","166","2026-07-20 18:29:15"
"E:\FOOTBALL_V\03_Data_Governance\registry\lineage_registry.json","159","2026-07-20 18:25:08"
"E:\FOOTBALL_V\03_Data_Governance\registry\quality_registry.json","159","2026-07-20 18:16:27"
"E:\FOOTBALL_V\03_Data_Governance\registry\validation_registry.json","162","2026-07-20 18:21:34"
"E:\FOOTBALL_V\03_Data_Governance\reports\audit_report.json","1324","2026-07-20 18:27:02"
"E:\FOOTBALL_V\03_Data_Governance\reports\governance_status.json","973","2026-07-20 18:29:21"
"E:\FOOTBALL_V\03_Data_Governance\reports\lineage_report.json","667","2026-07-20 18:25:14"
"E:\FOOTBALL_V\03_Data_Governance\reports\quality_report.json","531","2026-07-20 18:19:20"
"E:\FOOTBALL_V\03_Data_Governance\reports\validation_report.json","420","2026-07-20 18:21:50"
"E:\FOOTBALL_V\03_Data_Governance\validation\rules.json","319","2026-07-20 18:21:34"
"E:\FOOTBALL_V\03_Data_Governance\validation\validation_engine.py","2773","2026-07-20 18:21:34"
"E:\FOOTBALL_V\03_MODEL_LAYER\database\model_store.db","16384","2026-07-22 19:00:07"
"E:\FOOTBALL_V\04_Data_Processing_AI\cleaning\cleaning_engine.py","2028","2026-07-20 18:48:46"
"E:\FOOTBALL_V\04_Data_Processing_AI\cleaning\cleaning_rules.json","725","2026-07-20 18:44:16"
"E:\FOOTBALL_V\04_Data_Processing_AI\controller\processing_controller.py","875","2026-07-20 18:41:31"
"E:\FOOTBALL_V\04_Data_Processing_AI\data_intelligence_engine\data_intelligence_engine.py","590","2026-07-22 12:44:19"
"E:\FOOTBALL_V\04_Data_Processing_AI\data_intelligence_engine\data_router.py","868","2026-07-22 12:44:19"
"E:\FOOTBALL_V\04_Data_Processing_AI\data_intelligence_engine\feature_selector.py","316","2026-07-22 12:44:19"
"E:\FOOTBALL_V\04_Data_Processing_AI\data_intelligence_engine\intelligence_service.py","372","2026-07-22 12:44:19"
"E:\FOOTBALL_V\04_Data_Processing_AI\data_intelligence_engine\model_interface.py","356","2026-07-22 12:44:19"
"E:\FOOTBALL_V\04_Data_Processing_AI\data_intelligence_engine\config\data_intelligence_config.json","251","2026-07-22 12:44:19"
"E:\FOOTBALL_V\04_Data_Processing_AI\data_intelligence_engine\registry\data_intelligence_registry.json","215","2026-07-22 12:44:19"
"E:\FOOTBALL_V\04_Data_Processing_AI\data_intelligence_engine\reports\data_intelligence_test_report.json","861","2026-07-22 12:46:57"
"E:\FOOTBALL_V\04_Data_Processing_AI\data_intelligence_engine\__pycache__\data_intelligence_engine.cpython-312.pyc","1021","2026-07-22 12:46:57"
"E:\FOOTBALL_V\04_Data_Processing_AI\data_intelligence_engine\__pycache__\data_router.cpython-312.pyc","938","2026-07-22 12:46:57"
"E:\FOOTBALL_V\04_Data_Processing_AI\data_intelligence_engine\__pycache__\model_interface.cpython-312.pyc","723","2026-07-22 12:46:57"
"E:\FOOTBALL_V\04_Data_Processing_AI\dynamic_feature_weight_engine\feature_weight_manager.py","200","2026-07-22 13:18:25"
"E:\FOOTBALL_V\04_Data_Processing_AI\dynamic_feature_weight_engine\model_weight_manager.py","254","2026-07-22 13:18:25"
"E:\FOOTBALL_V\04_Data_Processing_AI\dynamic_feature_weight_engine\weight_calculator.py","510","2026-07-22 13:18:25"
"E:\FOOTBALL_V\04_Data_Processing_AI\dynamic_feature_weight_engine\weight_engine.py","281","2026-07-22 13:18:25"
"E:\FOOTBALL_V\04_Data_Processing_AI\dynamic_feature_weight_engine\config\weight_config.json","236","2026-07-22 13:18:25"
"E:\FOOTBALL_V\04_Data_Processing_AI\dynamic_feature_weight_engine\registry\weight_registry.json","220","2026-07-22 13:18:25"
"E:\FOOTBALL_V\04_Data_Processing_AI\dynamic_feature_weight_engine\reports\dynamic_feature_weight_test_report.json","877","2026-07-22 13:23:03"
"E:\FOOTBALL_V\04_Data_Processing_AI\dynamic_feature_weight_engine\__pycache__\model_weight_manager.cpython-312.pyc","600","2026-07-22 13:23:03"
"E:\FOOTBALL_V\04_Data_Processing_AI\dynamic_feature_weight_engine\__pycache__\weight_calculator.cpython-312.pyc","870","2026-07-22 13:23:03"
"E:\FOOTBALL_V\04_Data_Processing_AI\dynamic_feature_weight_engine\__pycache__\weight_engine.cpython-312.pyc","675","2026-07-22 13:23:03"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_engine\feature_engine.py","2152","2026-07-20 18:55:50"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_engine\feature_rules.json","825","2026-07-20 18:55:50"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\backtest_dataset_manager.py","162","2026-07-21 10:46:18"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\database_connection_pool.py","375","2026-07-21 10:58:55"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\database_connector.py","422","2026-07-21 10:58:55"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\database_health_monitor.py","244","2026-07-21 10:58:55"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\database_migration_manager.py","361","2026-07-21 10:56:59"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\dataset_split_manager.py","370","2026-07-21 10:46:18"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\data_promotion_service.py","458","2026-07-21 10:43:53"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\data_source_registry.py","311","2026-07-21 11:00:51"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\elo_history_feature_engine.py","301","2026-07-21 10:49:15"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\environment_manager.py","361","2026-07-21 10:43:53"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_anomaly_detector.py","271","2026-07-21 11:10:08"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_api_service.py","274","2026-07-21 11:10:08"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_audit_logger.py","254","2026-07-21 11:10:08"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_auto_generator.py","270","2026-07-21 11:12:26"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_cache_manager.py","350","2026-07-21 11:10:08"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_context_builder.py","262","2026-07-21 11:12:26"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_crud_service.py","723","2026-07-21 10:58:55"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_database_connector.py","339","2026-07-21 09:51:48"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_database_health_check.py","247","2026-07-21 10:56:59"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_database_reader.py","399","2026-07-21 10:11:06"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_database_service.py","479","2026-07-21 10:15:26"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_database_session.py","313","2026-07-21 10:56:59"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_dataset_builder.py","448","2026-07-21 09:51:48"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_dataset_builder_v2.py","1076","2026-07-21 10:37:04"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_dataset_exporter.py","436","2026-07-21 10:11:06"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_dataset_generator.py","445","2026-07-21 10:15:26"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_dataset_reporter.py","534","2026-07-21 10:28:55"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_dataset_schema_validator.py","450","2026-07-21 10:28:55"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_dataset_version_manager.py","198","2026-07-21 10:37:04"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_data_ingestion.py","283","2026-07-21 11:00:51"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_data_loader.py","683","2026-07-21 10:11:06"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_drift_detector.py","288","2026-07-21 11:10:08"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_feature_generator.py","729","2026-07-21 10:28:55"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_feedback_optimizer.py","227","2026-07-21 11:12:26"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_importance_analyzer.py","222","2026-07-21 11:12:26"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_ingestion_scheduler.py","194","2026-07-21 11:00:51"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_interaction_engine.py","296","2026-07-21 11:12:26"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_lineage_tracker.py","331","2026-07-21 11:10:08"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_loader.py","148","2026-07-22 12:03:03"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_loader_service.py","266","2026-07-21 11:00:51"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_match_reader.py","433","2026-07-21 10:28:55"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_model_adapter.py","452","2026-07-21 10:37:04"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_model_interface.py","153","2026-07-21 10:41:19"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_model_registry.py","269","2026-07-21 10:41:19"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_optimizer.py","213","2026-07-21 11:12:26"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_pattern_miner.py","268","2026-07-21 11:12:26"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_pipeline.py","471","2026-07-21 09:51:48"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_pipeline_runner.py","567","2026-07-21 10:11:06"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_probability_schema.py","311","2026-07-21 10:37:04"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_quality_monitor.py","272","2026-07-21 11:10:08"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_quality_reporter.py","269","2026-07-21 11:10:08"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_quality_rules.py","361","2026-07-21 11:10:08"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_query_engine.py","189","2026-07-21 10:15:26"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_query_service.py","267","2026-07-21 10:54:39"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_reduction_engine.py","215","2026-07-21 11:12:26"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_registry.py","570","2026-07-22 12:03:03"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_request_router.py","278","2026-07-21 11:10:08"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_response_formatter.py","265","2026-07-21 11:10:08"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_schema.py","453","2026-07-22 12:03:03"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_selector_ai.py","215","2026-07-21 11:12:26"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_service.py","231","2026-07-22 12:03:03"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_service_health.py","243","2026-07-21 11:10:08"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_snapshot_manager.py","285","2026-07-21 10:54:39"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_store.py","309","2026-07-22 12:03:03"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_table_mapper.py","601","2026-07-21 10:15:26"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_time_series_manager.py","170","2026-07-21 10:49:15"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_validation_service.py","263","2026-07-21 11:00:51"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_validator.py","177","2026-07-21 09:51:48"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\feature_version_manager.py","402","2026-07-21 11:10:08"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\historical_feature_builder.py","282","2026-07-21 10:49:15"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\historical_feature_database.py","329","2026-07-21 10:54:39"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\historical_feature_registry.py","281","2026-07-21 10:49:15"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\historical_feature_repository.py","432","2026-07-21 10:54:39"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\historical_feature_repository_v2.py","432","2026-07-21 10:58:55"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\historical_feature_table_creator.py","345","2026-07-21 10:56:59"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\home_away_feature_engine.py","257","2026-07-21 10:49:15"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\intelligent_feature_store.py","268","2026-07-21 11:12:26"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\model_feedback_collector.py","236","2026-07-21 11:12:26"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\model_training_exporter.py","424","2026-07-21 10:46:18"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\prediction_error_analyzer.py","243","2026-07-21 11:12:26"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\production_release_checker.py","341","2026-07-21 11:10:08"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\team_form_feature_engine.py","277","2026-07-21 10:49:15"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\training_dataset_builder.py","447","2026-07-21 10:46:18"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\validation_dataset_checker.py","432","2026-07-21 10:43:53"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\validation_production_switch.py","289","2026-07-21 11:10:08"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\adapters\dixon_coles_adapter.py","368","2026-07-22 12:20:58"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\adapters\dixon_coles_feature_adapter.py","404","2026-07-21 10:41:19"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\adapters\elo_adapter.py","328","2026-07-22 12:20:58"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\adapters\elo_feature_adapter.py","397","2026-07-21 10:41:19"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\adapters\fusion_adapter.py","387","2026-07-22 12:20:58"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\adapters\fusion_feature_adapter.py","160","2026-07-21 10:41:19"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\adapters\poisson_adapter.py","365","2026-07-22 12:20:58"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\adapters\poisson_feature_adapter.py","379","2026-07-21 10:41:19"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\adapters\xgboost_adapter.py","303","2026-07-22 12:20:58"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\adapters\xgboost_feature_adapter.py","280","2026-07-21 10:41:19"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\adapters\__pycache__\dixon_coles_adapter.cpython-312.pyc","733","2026-07-22 12:36:57"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\adapters\__pycache__\elo_adapter.cpython-312.pyc","706","2026-07-22 12:36:57"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\adapters\__pycache__\fusion_adapter.cpython-312.pyc","726","2026-07-22 12:36:57"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\adapters\__pycache__\poisson_adapter.cpython-312.pyc","725","2026-07-22 12:36:57"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\adapters\__pycache__\xgboost_adapter.cpython-312.pyc","700","2026-07-22 12:36:57"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\catalog\feature_catalog.json","0","2026-07-20 19:37:50"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\config\database_config.json","188","2026-07-21 09:51:48"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\config\database_runtime.json","154","2026-07-21 10:11:06"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\config\database_service_config.json","230","2026-07-21 10:15:26"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\config\environment_config.json","293","2026-07-21 10:43:53"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\config\feature_store_config.json","350","2026-07-21 09:09:53"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\config\ingestion_config.json","248","2026-07-21 11:00:51"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\config\intelligent_feature_config.json","194","2026-07-21 11:12:26"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\config\match_data_runtime.json","230","2026-07-21 10:28:55"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\config\postgres_runtime_config.json","191","2026-07-21 10:58:55"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\config\production_feature_config.json","290","2026-07-21 11:10:08"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\config\training_dataset_config.json","206","2026-07-21 10:46:18"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\migrations\V2.1_create_historical_feature_tables.sql","1047","2026-07-21 10:56:59"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\registry\adapter_registry.json","266","2026-07-22 12:20:58"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\registry\feature_registry.json","166","2026-07-21 09:09:53"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\reports\ai_feature_dataset_report.json","162","2026-07-21 10:37:04"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\reports\database_migration_report.json","213","2026-07-21 10:56:59"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\reports\database_runtime_report.json","172","2026-07-21 10:58:55"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\reports\data_promotion_report.json","185","2026-07-21 10:43:53"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\reports\feature_database_report.json","83","2026-07-21 10:15:26"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\reports\feature_dataset_generation_report.json","83","2026-07-21 10:28:55"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\reports\feature_pipeline_report.json","83","2026-07-21 10:11:06"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\reports\feature_store_report.json","0","2026-07-20 19:37:51"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\reports\feature_store_test_report.json","2904","2026-07-22 12:36:57"
"E:\FOOTBALL_V\04_Data_Processing_AI\feature_store\reports\historical_feature_database_report.json","197","2026-07-21 10:54:39"
