file,exists,size,last_modified,delete_status
E:\football_v\00_SYSTEM_TOOLS\Architecture_Migration_Tool\deprecated_registry.json,YES,147,2026-07-23 13:17:41.597169,PENDING_REVIEW
E:\football_v\00_SYSTEM_TOOLS\Checkpoint\model_layer_v1.3_checkpoint.json,YES,407,2026-07-21 11:16:36.960502,PENDING_REVIEW
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_explanation_engine_test_V1.0.py,YES,1366,2026-07-22 16:47:59.877810,PENDING_REVIEW
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_explanation_engine_V1.0.py,YES,3039,2026-07-22 16:47:57.425364,PENDING_REVIEW
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py,YES,13366,2026-07-21 11:16:21.446699,PENDING_REVIEW
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\registry\deployment_tool_registry.json,YES,168,2026-07-22 13:53:47.925557,PENDING_REVIEW
E:\football_v\01_Data_Source\registry\source_registry.json,YES,1248,2026-07-20 16:57:19.445473,PENDING_REVIEW
E:\football_v\01_Data_Source\registry\source_registry.py,YES,1531,2026-07-20 16:58:20.087039,PENDING_REVIEW
E:\football_v\01_Data_Source\registry\source_registry.pynotepad,YES,0,2026-07-20 16:57:54.615253,PENDING_REVIEW
E:\football_v\02_Data_Platform\data_manager\dataset_registry.json,YES,583,2026-07-20 17:49:20.861633,PENDING_REVIEW
E:\football_v\02_Data_Platform\data_manager\dataset_registry.py,YES,2340,2026-07-20 17:48:23.445551,PENDING_REVIEW
E:\football_v\02_Data_Platform\metadata\data_platform_registry.json,YES,729,2026-07-20 17:14:38.601409,PENDING_REVIEW
E:\football_v\02_Data_Platform\metadata\metadata_registry.json,YES,597,2026-07-20 18:04:56.836331,PENDING_REVIEW
E:\football_v\02_Data_Platform\raw\raw_registry.json,YES,55041,2026-07-20 17:17:53.148925,PENDING_REVIEW
E:\football_v\02_Data_Platform\raw\raw_registry.py,YES,907,2026-07-20 17:17:15.998988,PENDING_REVIEW
E:\football_v\02_Data_Platform\registry\data_platform_registry.json,YES,526,2026-07-20 17:27:24.570534,PENDING_REVIEW
E:\football_v\02_Data_Platform\registry\data_platform_registry.py,YES,1063,2026-07-20 17:25:28.959380,PENDING_REVIEW
E:\football_v\02_Data_Platform\storage_engine\storage_registry.json,YES,696,2026-07-20 17:40:04.507786,PENDING_REVIEW
E:\football_v\02_Data_Platform\data_manager\__pycache__\dataset_registry.cpython-312.pyc,YES,2670,2026-07-20 17:55:22.290526,PENDING_REVIEW
E:\football_v\02_Data_Platform\metadata\lineage\lineage_registry.json,YES,318,2026-07-20 18:07:23.682222,PENDING_REVIEW
E:\football_v\02_Data_Platform\raw\__pycache__\raw_registry.cpython-312.pyc,YES,1620,2026-07-20 17:17:53.133299,PENDING_REVIEW
E:\football_v\03_Data_Governance\Change_Control\CHANGELOG.md,YES,337,2026-07-26 20:16:38.363243,PENDING_REVIEW
E:\football_v\03_Data_Governance\lineage\lineage_registry.json,YES,626,2026-07-20 18:25:08.821122,PENDING_REVIEW
E:\football_v\03_Data_Governance\Project_Control\Football_AI_OS_Migration_Development_Roadmap_V1.0.md,YES,4079,2026-07-25 07:53:06.727658,PENDING_REVIEW
E:\football_v\03_Data_Governance\registry\audit_registry.json,YES,157,2026-07-20 18:26:56.945734,PENDING_REVIEW
E:\football_v\03_Data_Governance\registry\data_registry.json,YES,119,2026-07-20 16:19:54.577532,PENDING_REVIEW
E:\football_v\03_Data_Governance\registry\governance_registry.json,YES,166,2026-07-20 18:29:15.056407,PENDING_REVIEW
E:\football_v\03_Data_Governance\registry\lineage_registry.json,YES,159,2026-07-20 18:25:08.821122,PENDING_REVIEW
E:\football_v\03_Data_Governance\registry\quality_registry.json,YES,159,2026-07-20 18:16:27.727592,PENDING_REVIEW
E:\football_v\03_Data_Governance\registry\validation_registry.json,YES,162,2026-07-20 18:21:34.593237,PENDING_REVIEW
E:\football_v\03_MODEL_LAYER\analysis\accuracy_tracker_V2.11.py,YES,321,2026-07-23 22:58:16.385779,PENDING_REVIEW
E:\football_v\03_MODEL_LAYER\analysis\roi_analyzer_V2.11.py,YES,393,2026-07-23 22:58:16.370154,PENDING_REVIEW
E:\football_v\03_MODEL_LAYER\confidence_model\confidence_engine_V2.0.py,YES,70,2026-07-23 20:05:57.073177,PENDING_REVIEW
E:\football_v\03_MODEL_LAYER\database\model_store.db,YES,16384,2026-07-28 18:46:41.673347,PENDING_REVIEW
E:\football_v\03_MODEL_LAYER\database\model_store_v23.db,YES,8192,2026-07-23 20:05:57.280428,PENDING_REVIEW
E:\football_v\03_MODEL_LAYER\fusion_engine\fusion_engine_V2.3.py,YES,116,2026-07-23 20:05:57.073177,PENDING_REVIEW
E:\football_v\03_MODEL_LAYER\market_model\market_value_model_V1.0.py,YES,71,2026-07-23 20:05:57.073177,PENDING_REVIEW
E:\football_v\03_MODEL_LAYER\reports\model_feedback_report_V2.11.json,YES,218,2026-07-23 22:58:16.741796,PENDING_REVIEW
E:\football_v\03_MODEL_LAYER\risk_model\risk_engine_V2.0.py,YES,64,2026-07-23 20:05:57.073177,PENDING_REVIEW
E:\football_v\03_MODEL_LAYER\runtime\model_feedback_runtime.db,YES,8192,2026-07-23 22:58:16.261192,PENDING_REVIEW
E:\football_v\03_MODEL_LAYER\legacy_import\01_Data_Engine\data_engine\dixon_coles.py,YES,2408,2026-07-16 21:19:01.497634,PENDING_REVIEW
E:\football_v\03_MODEL_LAYER\legacy_import\01_Data_Engine\data_engine\elo_engine.py,YES,3950,2026-07-16 21:08:33.498935,PENDING_REVIEW
E:\football_v\03_MODEL_LAYER\legacy_import\01_Data_Engine\data_engine\poisson_engine.py,YES,4180,2026-07-17 13:25:12.369717,PENDING_REVIEW
E:\football_v\03_MODEL_LAYER\legacy_import\03_Machine_Learning\XGBoost\xgboost_engine.py,YES,2133,2026-07-17 13:45:32.463853,PENDING_REVIEW
E:\football_v\03_MODEL_LAYER\legacy_import\03_Machine_Learning\XGBoost\xgboost_fusion_engine.py,YES,6622,2026-07-17 14:43:57.383551,PENDING_REVIEW
E:\football_v\03_MODEL_LAYER\legacy_import\03_Machine_Learning\XGBoost\xgboost_fusion_v2_engine.py,YES,3167,2026-07-17 15:45:33.166920,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\data_intelligence_engine\model_interface.py,YES,356,2026-07-22 12:44:19.935998,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\model_weight_manager.py,YES,254,2026-07-22 13:18:25.801262,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\feature_store\data_source_registry.py,YES,311,2026-07-21 11:00:51.271250,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\feature_store\elo_history_feature_engine.py,YES,301,2026-07-21 10:49:15.639935,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\feature_store\feature_model_adapter.py,YES,452,2026-07-21 10:37:04.905620,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\feature_store\feature_model_interface.py,YES,153,2026-07-21 10:41:19.370538,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\feature_store\feature_model_registry.py,YES,269,2026-07-21 10:41:19.370538,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\feature_store\feature_registry.py,YES,570,2026-07-22 12:03:03.487421,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_registry.py,YES,281,2026-07-21 10:49:15.639935,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\feature_store\model_feedback_collector.py,YES,236,2026-07-21 11:12:26.807232,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\feature_store\model_training_exporter.py,YES,424,2026-07-21 10:46:18.593228,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\pipeline\pipeline_registry.json,YES,454,2026-07-20 18:59:56.468538,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\registry\cleaning_registry.json,YES,163,2026-07-20 18:44:16.668798,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\registry\feature_registry.json,YES,170,2026-07-20 18:55:50.196789,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\registry\pipeline_registry.json,YES,164,2026-07-20 18:59:56.482141,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\registry\processing_registry.json,YES,250,2026-07-20 18:41:31.868769,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\registry\transformation_registry.json,YES,177,2026-07-20 18:51:43.259180,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\data_intelligence_engine\registry\data_intelligence_registry.json,YES,215,2026-07-22 12:44:19.935998,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\data_intelligence_engine\__pycache__\model_interface.cpython-312.pyc,YES,723,2026-07-22 12:46:57.549663,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\registry\weight_registry.json,YES,220,2026-07-22 13:18:25.801262,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\__pycache__\model_weight_manager.cpython-312.pyc,YES,600,2026-07-22 13:23:03.279177,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\feature_store\adapters\dixon_coles_adapter.py,YES,368,2026-07-22 12:20:58.472332,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\feature_store\adapters\dixon_coles_feature_adapter.py,YES,404,2026-07-21 10:41:19.355010,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\feature_store\adapters\elo_adapter.py,YES,328,2026-07-22 12:20:58.472332,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\feature_store\adapters\elo_feature_adapter.py,YES,397,2026-07-21 10:41:19.355010,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\feature_store\adapters\fusion_adapter.py,YES,387,2026-07-22 12:20:58.472332,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\feature_store\adapters\fusion_feature_adapter.py,YES,160,2026-07-21 10:41:19.370538,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\feature_store\adapters\poisson_adapter.py,YES,365,2026-07-22 12:20:58.472332,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\feature_store\adapters\poisson_feature_adapter.py,YES,379,2026-07-21 10:41:19.355010,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\feature_store\adapters\xgboost_adapter.py,YES,303,2026-07-22 12:20:58.472332,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\feature_store\adapters\xgboost_feature_adapter.py,YES,280,2026-07-21 10:41:19.370538,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\feature_store\registry\adapter_registry.json,YES,266,2026-07-22 12:20:58.487920,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\feature_store\registry\feature_registry.json,YES,166,2026-07-21 09:09:53.235040,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\feature_store\reports\model_feature_mapping_report.json,YES,242,2026-07-21 10:41:19.370538,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\feature_store\tests\model_feature_adapter_test.py,YES,867,2026-07-21 10:41:19.370538,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\feature_store\adapters\__pycache__\dixon_coles_adapter.cpython-312.pyc,YES,733,2026-07-22 12:36:57.393990,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\feature_store\adapters\__pycache__\elo_adapter.cpython-312.pyc,YES,706,2026-07-22 12:36:57.393990,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\feature_store\adapters\__pycache__\fusion_adapter.cpython-312.pyc,YES,726,2026-07-22 12:36:57.393990,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\feature_store\adapters\__pycache__\poisson_adapter.cpython-312.pyc,YES,725,2026-07-22 12:36:57.393990,PENDING_REVIEW
E:\football_v\04_Data_Processing_AI\feature_store\adapters\__pycache__\xgboost_adapter.cpython-312.pyc,YES,700,2026-07-22 12:36:57.393990,PENDING_REVIEW
E:\football_v\05_AI_Intelligence_Layer\controller\model_controller.py,YES,1100,2026-07-20 19:03:35.764811,PENDING_REVIEW
E:\football_v\05_AI_Intelligence_Layer\FUSION_DECISION_ENGINE\decision_manager.py,YES,117,2026-07-22 13:32:56.894069,PENDING_REVIEW
E:\football_v\05_AI_Intelligence_Layer\FUSION_DECISION_ENGINE\fusion_engine.py,YES,173,2026-07-22 13:32:56.894069,PENDING_REVIEW
E:\football_v\05_AI_Intelligence_Layer\MODEL_ADAPTER_FRAMEWORK\adapter_base.py,YES,217,2026-07-22 13:32:56.893004,PENDING_REVIEW
E:\football_v\05_AI_Intelligence_Layer\MODEL_ADAPTER_FRAMEWORK\adapter_manager.py,YES,151,2026-07-22 13:32:56.894069,PENDING_REVIEW
E:\football_v\05_AI_Intelligence_Layer\MODEL_EVALUATION_ENGINE\error_analyzer.py,YES,180,2026-07-22 13:32:56.894069,PENDING_REVIEW
E:\football_v\05_AI_Intelligence_Layer\MODEL_EVALUATION_ENGINE\evaluator.py,YES,192,2026-07-22 13:32:56.894069,PENDING_REVIEW
E:\football_v\05_AI_Intelligence_Layer\MODEL_REGISTRY\model_catalog.py,YES,242,2026-07-22 13:32:56.889880,PENDING_REVIEW
E:\football_v\05_AI_Intelligence_Layer\MODEL_REGISTRY\model_registry.py,YES,427,2026-07-22 13:32:56.888881,PENDING_REVIEW
E:\football_v\05_AI_Intelligence_Layer\MODEL_REGISTRY\model_status_manager.py,YES,119,2026-07-22 13:32:56.892004,PENDING_REVIEW
E:\football_v\05_AI_Intelligence_Layer\MODEL_REGISTRY\model_version_manager.py,YES,123,2026-07-22 13:32:56.892004,PENDING_REVIEW
E:\football_v\05_AI_Intelligence_Layer\registry\ai_layer_registry.json,YES,173,2026-07-22 13:32:56.894069,PENDING_REVIEW
E:\football_v\05_AI_Intelligence_Layer\registry\model_registry.json,YES,606,2026-07-20 19:03:35.764811,PENDING_REVIEW
E:\football_v\05_AI_Intelligence_Layer\FUSION_DECISION_ENGINE\__pycache__\fusion_engine.cpython-312.pyc,YES,518,2026-07-22 13:37:54.102829,PENDING_REVIEW
E:\football_v\05_AI_Intelligence_Layer\MODEL_ADAPTER_FRAMEWORK\__pycache__\adapter_base.cpython-312.pyc,YES,726,2026-07-22 13:37:54.102829,PENDING_REVIEW
E:\football_v\05_AI_Intelligence_Layer\MODEL_EVALUATION_ENGINE\__pycache__\evaluator.cpython-312.pyc,YES,548,2026-07-22 13:37:54.102829,PENDING_REVIEW
E:\football_v\05_AI_Intelligence_Layer\MODEL_REGISTRY\__pycache__\model_registry.cpython-312.pyc,YES,915,2026-07-22 13:37:54.086045,PENDING_REVIEW
E:\football_v\05_MODEL_AI\MODEL_LAYER\feature_store_connector.py,YES,283,2026-07-21 11:16:36.954954,PENDING_REVIEW
E:\football_v\05_MODEL_AI\MODEL_LAYER\model_interface.py,YES,609,2026-07-21 11:16:36.941210,PENDING_REVIEW
E:\football_v\05_MODEL_AI\MODEL_LAYER\model_loader.py,YES,275,2026-07-21 11:16:36.941210,PENDING_REVIEW
E:\football_v\05_MODEL_AI\MODEL_LAYER\model_registry.py,YES,459,2026-07-21 11:16:36.941210,PENDING_REVIEW
E:\football_v\05_MODEL_AI\MODEL_LAYER\model_runtime.py,YES,311,2026-07-21 11:16:36.941210,PENDING_REVIEW
E:\football_v\05_MODEL_AI\MODEL_LAYER\backtest\backtest_engine.py,YES,292,2026-07-21 11:16:36.956952,PENDING_REVIEW
E:\football_v\05_MODEL_AI\MODEL_LAYER\backtest\model_accuracy_report.py,YES,263,2026-07-21 11:16:36.958946,PENDING_REVIEW
E:\football_v\05_MODEL_AI\MODEL_LAYER\backtest\prediction_tracker.py,YES,339,2026-07-21 11:16:36.957955,PENDING_REVIEW
E:\football_v\05_MODEL_AI\MODEL_LAYER\backtest\roi_analyzer.py,YES,239,2026-07-21 11:16:36.959500,PENDING_REVIEW
E:\football_v\05_MODEL_AI\MODEL_LAYER\config\model_config.json,YES,241,2026-07-21 11:16:36.959500,PENDING_REVIEW
E:\football_v\05_MODEL_AI\MODEL_LAYER\fusion\fusion_engine.py,YES,964,2026-07-21 11:16:36.955952,PENDING_REVIEW
E:\football_v\05_MODEL_AI\MODEL_LAYER\fusion\probability_calculator.py,YES,367,2026-07-21 11:16:36.956952,PENDING_REVIEW
E:\football_v\05_MODEL_AI\MODEL_LAYER\models\dixon_coles_model.py,YES,576,2026-07-21 11:16:36.941210,PENDING_REVIEW
E:\football_v\05_MODEL_AI\MODEL_LAYER\models\elo_model.py,YES,6592,2026-07-27 10:26:41.333465,PENDING_REVIEW
E:\football_v\05_MODEL_AI\MODEL_LAYER\models\poisson_model.py,YES,569,2026-07-21 11:16:36.941210,PENDING_REVIEW
E:\football_v\05_MODEL_AI\MODEL_LAYER\models\xgboost_model.py,YES,569,2026-07-21 11:16:36.954954,PENDING_REVIEW
E:\football_v\05_MODEL_AI\MODEL_LAYER\reports\model_layer_report.json,YES,269,2026-07-21 11:16:36.959500,PENDING_REVIEW
E:\football_v\05_MODEL_AI\MODEL_LAYER\tests\model_layer_v1.3_full_test.py,YES,990,2026-07-21 11:16:36.961499,PENDING_REVIEW
E:\football_v\05_MODEL_AI\MODEL_LAYER\tests\test_elo_model_migration.py,YES,2290,2026-07-27 10:26:41.331471,PENDING_REVIEW
E:\football_v\05_MODEL_AI\MODEL_LAYER\__pycache__\model_interface.cpython-312.pyc,YES,1178,2026-07-27 10:23:06.478556,PENDING_REVIEW
E:\football_v\05_MODEL_AI\MODEL_LAYER\models\__pycache__\elo_model.cpython-312.pyc,YES,7852,2026-07-27 23:45:37.833652,PENDING_REVIEW
E:\football_v\05_MODEL_AI\MODEL_LAYER\tests\__pycache__\test_elo_model_migration.cpython-312-pytest-9.1.1.pyc,YES,10081,2026-07-27 10:23:06.429533,PENDING_REVIEW
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\connector_manager.py,YES,250,2026-07-22 14:14:54.754014,PENDING_REVIEW
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\dixon_coles_connector.py,YES,90,2026-07-22 14:14:54.754014,PENDING_REVIEW
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\elo_connector.py,YES,75,2026-07-22 14:14:54.754014,PENDING_REVIEW
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\poisson_connector.py,YES,83,2026-07-22 14:14:54.754014,PENDING_REVIEW
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\xgboost_connector.py,YES,83,2026-07-22 14:14:54.754014,PENDING_REVIEW
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\model_connector\model_connector.py,YES,244,2026-07-22 14:02:21.456889,PENDING_REVIEW
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\probability_engine\probability_fusion.py,YES,231,2026-07-22 14:02:21.441267,PENDING_REVIEW
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\real_probability_engine\fusion_calculator.py,YES,241,2026-07-22 14:14:54.754014,PENDING_REVIEW
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\registry\batch_registry.json,YES,305,2026-07-22 14:14:54.754014,PENDING_REVIEW
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\registry\prediction_registry.json,YES,235,2026-07-22 14:02:21.456889,PENDING_REVIEW
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\risk_intelligence_engine\model_conflict.py,YES,81,2026-07-22 14:14:54.754014,PENDING_REVIEW
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\__pycache__\connector_manager.cpython-312.pyc,YES,559,2026-07-22 14:16:02.581565,PENDING_REVIEW
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\model_connector\__pycache__\model_connector.cpython-312.pyc,YES,536,2026-07-22 14:09:50.595263,PENDING_REVIEW
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\probability_engine\__pycache__\probability_fusion.cpython-312.pyc,YES,556,2026-07-22 14:09:50.579675,PENDING_REVIEW
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\real_probability_engine\__pycache__\fusion_calculator.cpython-312.pyc,YES,575,2026-07-22 14:16:02.581565,PENDING_REVIEW
E:\football_v\07_AI_ORCHESTRATION_LAYER\model_router\model_selector.py,YES,88,2026-07-22 14:18:31.660755,PENDING_REVIEW
E:\football_v\07_AI_ORCHESTRATION_LAYER\model_router\router.py,YES,222,2026-07-22 14:18:31.660755,PENDING_REVIEW
E:\football_v\07_AI_ORCHESTRATION_LAYER\registry\orchestration_registry.json,YES,732,2026-07-22 14:18:31.660755,PENDING_REVIEW
E:\football_v\07_AI_ORCHESTRATION_LAYER\model_router\__pycache__\router.cpython-312.pyc,YES,519,2026-07-22 14:19:58.941226,PENDING_REVIEW
E:\football_v\07_BACKTEST_SYSTEM\model_comparison\comparison_engine.py,YES,142,2026-07-22 16:41:05.254216,PENDING_REVIEW
E:\football_v\07_BACKTEST_SYSTEM\model_evaluation\calibration.py,YES,144,2026-07-22 16:41:05.254216,PENDING_REVIEW
E:\football_v\07_BACKTEST_SYSTEM\model_evaluation\model_accuracy.py,YES,151,2026-07-22 16:41:05.254216,PENDING_REVIEW
E:\football_v\07_BACKTEST_SYSTEM\model_evaluation\probability_score.py,YES,154,2026-07-22 16:41:05.254216,PENDING_REVIEW
E:\football_v\07_BACKTEST_SYSTEM\registry\backtest_registry.json,YES,224,2026-07-22 16:41:05.254216,PENDING_REVIEW
E:\football_v\08_DECISION_INTELLIGENCE_LAYER\explanation_engine\fusion_explainer.py,YES,164,2026-07-22 14:59:09.207615,PENDING_REVIEW
E:\football_v\08_DECISION_INTELLIGENCE_LAYER\explanation_engine\model_explainer.py,YES,160,2026-07-22 14:59:09.206208,PENDING_REVIEW
E:\football_v\08_DECISION_INTELLIGENCE_LAYER\fusion_analysis\fusion_analyzer.py,YES,214,2026-07-22 16:45:58.926022,PENDING_REVIEW
E:\football_v\08_DECISION_INTELLIGENCE_LAYER\registry\decision_registry.json,YES,284,2026-07-22 16:45:58.941649,PENDING_REVIEW
E:\football_v\09_MODEL_EXPLANATION_ENGINE\dixon_coles_explainer\dixon_coles_explainer.py,YES,293,2026-07-22 16:48:14.504602,PENDING_REVIEW
E:\football_v\09_MODEL_EXPLANATION_ENGINE\elo_explainer\elo_explainer.py,YES,263,2026-07-22 16:48:14.504602,PENDING_REVIEW
E:\football_v\09_MODEL_EXPLANATION_ENGINE\explanation_report\report_generator.py,YES,220,2026-07-22 16:48:14.504602,PENDING_REVIEW
E:\football_v\09_MODEL_EXPLANATION_ENGINE\fusion_explainer\fusion_explainer.py,YES,322,2026-07-22 16:48:14.504602,PENDING_REVIEW
E:\football_v\09_MODEL_EXPLANATION_ENGINE\poisson_explainer\poisson_explainer.py,YES,275,2026-07-22 16:48:14.504602,PENDING_REVIEW
E:\football_v\09_MODEL_EXPLANATION_ENGINE\registry\explanation_registry.json,YES,233,2026-07-22 16:48:14.504602,PENDING_REVIEW
E:\football_v\09_MODEL_EXPLANATION_ENGINE\reports\explanation_deploy_report.json,YES,227,2026-07-22 16:48:14.504602,PENDING_REVIEW
E:\football_v\09_MODEL_EXPLANATION_ENGINE\reports\explanation_test_report.json,YES,1261,2026-07-22 16:48:14.588202,PENDING_REVIEW
E:\football_v\09_MODEL_EXPLANATION_ENGINE\xgboost_explainer\xgboost_explainer.py,YES,272,2026-07-22 16:48:14.504602,PENDING_REVIEW
E:\football_v\09_Prediction_System\__pycache__\model_result_adapter.cpython-312.pyc,YES,519,2026-07-21 18:11:42.155740,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\audit\model_asset_alignment.py,YES,1868,2026-07-25 12:50:04.535324,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\audit\Model_Asset_Alignment_Report_V1.0.csv,YES,1530,2026-07-25 12:50:15.747936,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\audit\Model_Asset_Classification_Report_V1.0.md,YES,782,2026-07-25 12:21:28.505311,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\audit\Model_Asset_Review_V1.0.csv,YES,1914,2026-07-25 12:30:08.013648,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\audit\Model_Freeze_Report_V1.0.md,YES,411,2026-07-25 12:51:13.559192,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\audit\model_governance_approval.py,YES,5694,2026-07-25 13:01:25.029746,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\audit\Model_Governance_Approval_V1.0.csv,YES,1277,2026-07-25 13:01:43.123291,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\audit\MODEL_LAYER_Governance_Report_V1.0.md,YES,878,2026-07-25 12:38:34.540709,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\audit\Model_Layer_Migration_Freeze_Report_V1.0.md,YES,517,2026-07-25 13:01:43.139002,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\audit\model_store_deep_comparison.py,YES,2192,2026-07-25 12:18:34.837418,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\audit\Model_Store_Deep_Comparison_V1.0.csv,YES,1406,2026-07-25 12:19:01.145016,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\audit\Phase11_FAST_Pipeline_Model_Validation.py,YES,2317,2026-07-25 14:39:03.263550,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\audit\Phase11_FAST_Pipeline_Model_Validation_V1.0.json,YES,26032,2026-07-25 14:39:04.614497,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\audit\PHASE12_MODEL_CHANGE_CONTROL_V1.0.md,YES,239,2026-07-25 16:16:11.712752,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\audit\PHASE14_Model_Integration_Control_V1.0.md,YES,289,2026-07-25 16:18:09.303436,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\audit\PHASE15_MODEL_REGISTRY_ALIGNMENT_V1.0.json,YES,237,2026-07-25 16:22:15.325727,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\audit\PHASE17_MODEL_CAPABILITY_AUDIT_V1.0.json,YES,341,2026-07-25 16:24:50.883920,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\audit\PHASE17_MODEL_FUSION_VALIDATION_V1.0.json,YES,325,2026-07-25 16:24:50.883920,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\audit\PHASE21_MODEL_MASTER_INDEX_V1.0.json,YES,814,2026-07-25 16:32:14.299294,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\audit\PHASE25_MODEL_UPGRADE_REQUEST_TEMPLATE_V1.0.md,YES,159,2026-07-25 16:41:53.735068,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\audit\PHASE26_MODEL_STATUS_BOARD_V1.0.json,YES,548,2026-07-25 16:41:53.735068,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\audit\PHASE28_FUSION_ENGINE_VALIDATION_V1.0.json,YES,722,2026-07-25 16:45:01.420134,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\audit\PHASE28_MODEL_EXECUTION_VALIDATION_V1.0.json,YES,722,2026-07-25 16:45:01.420134,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\audit\Phase9_Model_Governance_Check_V1.0.csv,YES,1877,2026-07-25 13:53:36.005442,PENDING_REVIEW
