FILE,STATUS,TARGET,DELETE_DECISION
E:\football_v\04_Data_Processing_AI\data_intelligence_engine\registry\data_intelligence_registry.json,NEED_REVIEW,,PENDING
E:\football_v\04_Data_Processing_AI\data_intelligence_engine\__pycache__\model_interface.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\registry\weight_registry.json,NEED_REVIEW,,PENDING
E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\__pycache__\model_weight_manager.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\04_Data_Processing_AI\feature_store\adapters\dixon_coles_adapter.py,NEED_REVIEW,,PENDING
E:\football_v\04_Data_Processing_AI\feature_store\adapters\dixon_coles_feature_adapter.py,NEED_REVIEW,,PENDING
E:\football_v\04_Data_Processing_AI\feature_store\adapters\elo_adapter.py,NEED_REVIEW,,PENDING
E:\football_v\04_Data_Processing_AI\feature_store\adapters\elo_feature_adapter.py,NEED_REVIEW,,PENDING
E:\football_v\04_Data_Processing_AI\feature_store\adapters\fusion_adapter.py,NEED_REVIEW,,PENDING
E:\football_v\04_Data_Processing_AI\feature_store\adapters\fusion_feature_adapter.py,NEED_REVIEW,,PENDING
E:\football_v\04_Data_Processing_AI\feature_store\adapters\poisson_adapter.py,NEED_REVIEW,,PENDING
E:\football_v\04_Data_Processing_AI\feature_store\adapters\poisson_feature_adapter.py,NEED_REVIEW,,PENDING
E:\football_v\04_Data_Processing_AI\feature_store\adapters\xgboost_adapter.py,NEED_REVIEW,,PENDING
E:\football_v\04_Data_Processing_AI\feature_store\adapters\xgboost_feature_adapter.py,NEED_REVIEW,,PENDING
E:\football_v\04_Data_Processing_AI\feature_store\registry\adapter_registry.json,NEED_REVIEW,,PENDING
E:\football_v\04_Data_Processing_AI\feature_store\registry\feature_registry.json,NEED_REVIEW,,PENDING
E:\football_v\04_Data_Processing_AI\feature_store\reports\model_feature_mapping_report.json,NEED_REVIEW,,PENDING
E:\football_v\04_Data_Processing_AI\feature_store\tests\model_feature_adapter_test.py,TEST_KEEP,,PENDING
E:\football_v\04_Data_Processing_AI\feature_store\adapters\__pycache__\dixon_coles_adapter.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\04_Data_Processing_AI\feature_store\adapters\__pycache__\elo_adapter.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\04_Data_Processing_AI\feature_store\adapters\__pycache__\fusion_adapter.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\04_Data_Processing_AI\feature_store\adapters\__pycache__\poisson_adapter.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\04_Data_Processing_AI\feature_store\adapters\__pycache__\xgboost_adapter.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\05_AI_Intelligence_Layer\controller\model_controller.py,NEED_REVIEW,,PENDING
E:\football_v\05_AI_Intelligence_Layer\FUSION_DECISION_ENGINE\decision_manager.py,NEED_REVIEW,,PENDING
E:\football_v\05_AI_Intelligence_Layer\FUSION_DECISION_ENGINE\fusion_engine.py,NEED_REVIEW,,PENDING
E:\football_v\05_AI_Intelligence_Layer\MODEL_ADAPTER_FRAMEWORK\adapter_base.py,NEED_REVIEW,,PENDING
E:\football_v\05_AI_Intelligence_Layer\MODEL_ADAPTER_FRAMEWORK\adapter_manager.py,NEED_REVIEW,,PENDING
E:\football_v\05_AI_Intelligence_Layer\MODEL_EVALUATION_ENGINE\error_analyzer.py,NEED_REVIEW,,PENDING
E:\football_v\05_AI_Intelligence_Layer\MODEL_EVALUATION_ENGINE\evaluator.py,NEED_REVIEW,,PENDING
E:\football_v\05_AI_Intelligence_Layer\MODEL_REGISTRY\model_catalog.py,NEED_REVIEW,,PENDING
E:\football_v\05_AI_Intelligence_Layer\MODEL_REGISTRY\model_registry.py,NEED_REVIEW,,PENDING
E:\football_v\05_AI_Intelligence_Layer\MODEL_REGISTRY\model_status_manager.py,NEED_REVIEW,,PENDING
E:\football_v\05_AI_Intelligence_Layer\MODEL_REGISTRY\model_version_manager.py,NEED_REVIEW,,PENDING
E:\football_v\05_AI_Intelligence_Layer\registry\ai_layer_registry.json,NEED_REVIEW,,PENDING
E:\football_v\05_AI_Intelligence_Layer\registry\model_registry.json,NEED_REVIEW,,PENDING
E:\football_v\05_AI_Intelligence_Layer\FUSION_DECISION_ENGINE\__pycache__\fusion_engine.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\05_AI_Intelligence_Layer\MODEL_ADAPTER_FRAMEWORK\__pycache__\adapter_base.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\05_AI_Intelligence_Layer\MODEL_EVALUATION_ENGINE\__pycache__\evaluator.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\05_AI_Intelligence_Layer\MODEL_REGISTRY\__pycache__\model_registry.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\05_MODEL_AI\MODEL_LAYER\feature_store_connector.py,MODEL_LAYER_KEEP,,PENDING
E:\football_v\05_MODEL_AI\MODEL_LAYER\model_interface.py,MODEL_LAYER_KEEP,,PENDING
E:\football_v\05_MODEL_AI\MODEL_LAYER\model_loader.py,MODEL_LAYER_KEEP,,PENDING
E:\football_v\05_MODEL_AI\MODEL_LAYER\model_registry.py,MODEL_LAYER_KEEP,,PENDING
E:\football_v\05_MODEL_AI\MODEL_LAYER\model_runtime.py,MODEL_LAYER_KEEP,,PENDING
E:\football_v\05_MODEL_AI\MODEL_LAYER\backtest\backtest_engine.py,MODEL_LAYER_KEEP,,PENDING
E:\football_v\05_MODEL_AI\MODEL_LAYER\backtest\model_accuracy_report.py,MODEL_LAYER_KEEP,,PENDING
E:\football_v\05_MODEL_AI\MODEL_LAYER\backtest\prediction_tracker.py,MODEL_LAYER_KEEP,,PENDING
E:\football_v\05_MODEL_AI\MODEL_LAYER\backtest\roi_analyzer.py,MODEL_LAYER_KEEP,,PENDING
E:\football_v\05_MODEL_AI\MODEL_LAYER\config\model_config.json,MODEL_LAYER_KEEP,,PENDING
E:\football_v\05_MODEL_AI\MODEL_LAYER\fusion\fusion_engine.py,MODEL_LAYER_KEEP,,PENDING
E:\football_v\05_MODEL_AI\MODEL_LAYER\fusion\probability_calculator.py,MODEL_LAYER_KEEP,,PENDING
E:\football_v\05_MODEL_AI\MODEL_LAYER\models\dixon_coles_model.py,MODEL_LAYER_KEEP,,PENDING
E:\football_v\05_MODEL_AI\MODEL_LAYER\models\elo_model.py,MODEL_LAYER_KEEP,,PENDING
E:\football_v\05_MODEL_AI\MODEL_LAYER\models\poisson_model.py,MODEL_LAYER_KEEP,,PENDING
E:\football_v\05_MODEL_AI\MODEL_LAYER\models\xgboost_model.py,MODEL_LAYER_KEEP,,PENDING
E:\football_v\05_MODEL_AI\MODEL_LAYER\reports\model_layer_report.json,MODEL_LAYER_KEEP,,PENDING
E:\football_v\05_MODEL_AI\MODEL_LAYER\tests\model_layer_v1.3_full_test.py,MODEL_LAYER_KEEP,,PENDING
E:\football_v\05_MODEL_AI\MODEL_LAYER\tests\test_elo_model_migration.py,MODEL_LAYER_KEEP,,PENDING
E:\football_v\05_MODEL_AI\MODEL_LAYER\__pycache__\model_interface.cpython-312.pyc,MODEL_LAYER_KEEP,,PENDING
E:\football_v\05_MODEL_AI\MODEL_LAYER\models\__pycache__\elo_model.cpython-312.pyc,MODEL_LAYER_KEEP,,PENDING
E:\football_v\05_MODEL_AI\MODEL_LAYER\tests\__pycache__\test_elo_model_migration.cpython-312-pytest-9.1.1.pyc,MODEL_LAYER_KEEP,,PENDING
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\connector_manager.py,NEED_REVIEW,,PENDING
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\dixon_coles_connector.py,NEED_REVIEW,,PENDING
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\elo_connector.py,NEED_REVIEW,,PENDING
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\poisson_connector.py,NEED_REVIEW,,PENDING
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\xgboost_connector.py,NEED_REVIEW,,PENDING
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\model_connector\model_connector.py,NEED_REVIEW,,PENDING
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\probability_engine\probability_fusion.py,NEED_REVIEW,,PENDING
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\real_probability_engine\fusion_calculator.py,NEED_REVIEW,,PENDING
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\registry\batch_registry.json,NEED_REVIEW,,PENDING
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\registry\prediction_registry.json,NEED_REVIEW,,PENDING
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\risk_intelligence_engine\model_conflict.py,NEED_REVIEW,,PENDING
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\__pycache__\connector_manager.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\model_connector\__pycache__\model_connector.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\probability_engine\__pycache__\probability_fusion.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\real_probability_engine\__pycache__\fusion_calculator.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\07_AI_ORCHESTRATION_LAYER\model_router\model_selector.py,NEED_REVIEW,,PENDING
E:\football_v\07_AI_ORCHESTRATION_LAYER\model_router\router.py,NEED_REVIEW,,PENDING
E:\football_v\07_AI_ORCHESTRATION_LAYER\registry\orchestration_registry.json,NEED_REVIEW,,PENDING
E:\football_v\07_AI_ORCHESTRATION_LAYER\model_router\__pycache__\router.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\07_BACKTEST_SYSTEM\model_comparison\comparison_engine.py,NEED_REVIEW,,PENDING
E:\football_v\07_BACKTEST_SYSTEM\model_evaluation\calibration.py,NEED_REVIEW,,PENDING
E:\football_v\07_BACKTEST_SYSTEM\model_evaluation\model_accuracy.py,NEED_REVIEW,,PENDING
E:\football_v\07_BACKTEST_SYSTEM\model_evaluation\probability_score.py,NEED_REVIEW,,PENDING
E:\football_v\07_BACKTEST_SYSTEM\registry\backtest_registry.json,TEST_KEEP,,PENDING
E:\football_v\08_DECISION_INTELLIGENCE_LAYER\explanation_engine\fusion_explainer.py,NEED_REVIEW,,PENDING
E:\football_v\08_DECISION_INTELLIGENCE_LAYER\explanation_engine\model_explainer.py,NEED_REVIEW,,PENDING
E:\football_v\08_DECISION_INTELLIGENCE_LAYER\fusion_analysis\fusion_analyzer.py,NEED_REVIEW,,PENDING
E:\football_v\08_DECISION_INTELLIGENCE_LAYER\registry\decision_registry.json,NEED_REVIEW,,PENDING
E:\football_v\09_MODEL_EXPLANATION_ENGINE\dixon_coles_explainer\dixon_coles_explainer.py,NEED_REVIEW,,PENDING
E:\football_v\09_MODEL_EXPLANATION_ENGINE\elo_explainer\elo_explainer.py,NEED_REVIEW,,PENDING
E:\football_v\09_MODEL_EXPLANATION_ENGINE\explanation_report\report_generator.py,NEED_REVIEW,,PENDING
E:\football_v\09_MODEL_EXPLANATION_ENGINE\fusion_explainer\fusion_explainer.py,NEED_REVIEW,,PENDING
E:\football_v\09_MODEL_EXPLANATION_ENGINE\poisson_explainer\poisson_explainer.py,NEED_REVIEW,,PENDING
E:\football_v\09_MODEL_EXPLANATION_ENGINE\registry\explanation_registry.json,NEED_REVIEW,,PENDING
E:\football_v\09_MODEL_EXPLANATION_ENGINE\reports\explanation_deploy_report.json,NEED_REVIEW,,PENDING
E:\football_v\09_MODEL_EXPLANATION_ENGINE\reports\explanation_test_report.json,TEST_KEEP,,PENDING
E:\football_v\09_MODEL_EXPLANATION_ENGINE\xgboost_explainer\xgboost_explainer.py,NEED_REVIEW,,PENDING
E:\football_v\09_Prediction_System\__pycache__\model_result_adapter.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\audit\model_asset_alignment.py,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\audit\Model_Asset_Alignment_Report_V1.0.csv,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\audit\Model_Asset_Classification_Report_V1.0.md,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\audit\Model_Asset_Review_V1.0.csv,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\audit\Model_Freeze_Report_V1.0.md,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\audit\model_governance_approval.py,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\audit\Model_Governance_Approval_V1.0.csv,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\audit\MODEL_LAYER_Governance_Report_V1.0.md,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\audit\Model_Layer_Migration_Freeze_Report_V1.0.md,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\audit\model_store_deep_comparison.py,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\audit\Model_Store_Deep_Comparison_V1.0.csv,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\audit\Phase11_FAST_Pipeline_Model_Validation.py,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\audit\Phase11_FAST_Pipeline_Model_Validation_V1.0.json,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\audit\PHASE12_MODEL_CHANGE_CONTROL_V1.0.md,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\audit\PHASE14_Model_Integration_Control_V1.0.md,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\audit\PHASE15_MODEL_REGISTRY_ALIGNMENT_V1.0.json,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\audit\PHASE17_MODEL_CAPABILITY_AUDIT_V1.0.json,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\audit\PHASE17_MODEL_FUSION_VALIDATION_V1.0.json,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\audit\PHASE21_MODEL_MASTER_INDEX_V1.0.json,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\audit\PHASE25_MODEL_UPGRADE_REQUEST_TEMPLATE_V1.0.md,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\audit\PHASE26_MODEL_STATUS_BOARD_V1.0.json,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\audit\PHASE28_FUSION_ENGINE_VALIDATION_V1.0.json,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\audit\PHASE28_MODEL_EXECUTION_VALIDATION_V1.0.json,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\audit\Phase9_Model_Governance_Check_V1.0.csv,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\checkpoint\Checkpoint_MODEL_LAYER_V1.0.json,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\checkpoint\Checkpoint_MODEL_LAYER_V1.1.json,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\checkpoint\Checkpoint_MODEL_LAYER_V1.2.json,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\checkpoint\Checkpoint_MODEL_LAYER_V1.3.json,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\migration\Model_Migration_Decision_V1.0.csv,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\model_control\Football_AI_OS_Model_Governance_Control_V1.0.json,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\registry\Asset_Registry.csv,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\registry\Database_Asset_Registry.csv,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\registry\Database_Inventory.csv,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\registry\Database_Registry.csv,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\registry\Database_Registry_V1.0.csv,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\registry\Data_Asset_Register_V1.0.csv,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\registry\Feature_Final_Asset_Register_V1.0.csv,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\registry\Feature_Registry.csv,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\registry\Football_AI_OS_Legacy_Asset_Index_V1.0.csv,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\registry\Layer_Approval_Register_V1.0.csv,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\registry\Legacy_Retention_List_V1.0.csv,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\registry\Model_Asset_Index_V1.0.csv,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\registry\Model_Final_Asset_Register_V1.0.csv,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\registry\Model_Final_Asset_Register_V1.1.csv,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\registry\Model_Registry.csv,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\registry\Omega_V3.2_Asset_Freeze_Register_V1.0.csv,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\registry\Phase5_Asset_Registry_V1.0.csv,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\registry\Phase5_Governance_Register_V1.0.csv,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\registry\Phase6_Final_Freeze_Register_V1.0.csv,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\registry\Prediction_Asset_Index_V1.0.csv,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\registry\Prediction_Layer_Final_Asset_Register_V1.0.csv,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_GOVERNANCE_LAYER\registry\Unused_Asset_Register_V1.0.csv,GOVERNANCE_KEEP,,PENDING
E:\football_v\10_INTEGRATION_LAYER\test\model_connection_test.py,TEST_KEEP,,PENDING
E:\football_v\10_MARKET_INTELLIGENCE_LAYER\handicap_model\handicap_engine.py,NEED_REVIEW,,PENDING
E:\football_v\10_MARKET_INTELLIGENCE_LAYER\market_risk_model\risk_engine.py,NEED_REVIEW,,PENDING
E:\football_v\10_MARKET_INTELLIGENCE_LAYER\registry\market_registry.json,NEED_REVIEW,,PENDING
E:\football_v\11_AI_ORCHESTRATION_LAYER\model_scheduler\scheduler.py,NEED_REVIEW,,PENDING
E:\football_v\11_AI_ORCHESTRATION_LAYER\registry\orchestration_registry.json,NEED_REVIEW,,PENDING
E:\football_v\11_System_Intelligence\reports\phase3_4_decision_fusion_report.json,NEED_REVIEW,,PENDING
E:\football_v\11_System_Intelligence\tests\test_phase3_4_decision_fusion.py,TEST_KEEP,,PENDING
E:\football_v\11_System_Intelligence\__pycache__\decision_fusion.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\11_System_Intelligence\__pycache__\elo_engine.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\11_System_Intelligence\__pycache__\elo_trainer.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\11_System_Intelligence\__pycache__\intelligence_fusion_engine.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\11_System_Intelligence\__pycache__\model_adjustment_engine.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\11_System_Intelligence\__pycache__\model_fusion_core.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\11_System_Intelligence\__pycache__\model_optimizer.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\11_System_Intelligence\__pycache__\probability_fusion_engine.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\11_System_Intelligence\tests\__pycache__\test_phase3_4_decision_fusion.cpython-312-pytest-9.1.1.pyc,TEST_KEEP,,PENDING
E:\football_v\12_API_LAYER\reports\real_model_runtime_report.json,NEED_REVIEW,,PENDING
E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\model_learning\learning_engine.py,NEED_REVIEW,,PENDING
E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\registry\learning_registry.json,NEED_REVIEW,,PENDING
E:\football_v\13_REPORT_INTELLIGENCE_LAYER\model_report\model_report.py,NEED_REVIEW,,PENDING
E:\football_v\13_REPORT_INTELLIGENCE_LAYER\registry\report_registry.json,NEED_REVIEW,,PENDING
E:\football_v\14_SYSTEM_MONITORING_LAYER\model_monitor\model_checker.py,NEED_REVIEW,,PENDING
E:\football_v\14_SYSTEM_MONITORING_LAYER\registry\monitoring_registry.json,NEED_REVIEW,,PENDING
E:\football_v\15_API_INTEGRATION_LAYER\registry\api_registry.json,NEED_REVIEW,,PENDING
E:\football_v\16_DATABASE_GOVERNANCE_LAYER\migration_engine\registry\migration_registry.json,NEED_REVIEW,,PENDING
E:\football_v\16_DATABASE_GOVERNANCE_LAYER\validation_engine\registry\validation_registry.json,NEED_REVIEW,,PENDING
E:\football_v\17_MODEL_STORE_LAYER\config\model_store_config.json,NEED_REVIEW,,PENDING
E:\football_v\17_MODEL_STORE_LAYER\model_artifact_manager\model_artifact_manager_V1.0.py,NEED_REVIEW,,PENDING
E:\football_v\17_MODEL_STORE_LAYER\model_cache_manager\model_cache_manager_V1.0.py,NEED_REVIEW,,PENDING
E:\football_v\17_MODEL_STORE_LAYER\model_deployment_manager\model_deployment_manager_V1.0.py,NEED_REVIEW,,PENDING
E:\football_v\17_MODEL_STORE_LAYER\model_loader\model_loader_V1.0.py,NEED_REVIEW,,PENDING
E:\football_v\17_MODEL_STORE_LAYER\model_metrics_manager\model_metrics_manager_V1.0.py,NEED_REVIEW,,PENDING
E:\football_v\17_MODEL_STORE_LAYER\model_parameter_manager\model_parameter_manager_V1.0.py,NEED_REVIEW,,PENDING
E:\football_v\17_MODEL_STORE_LAYER\model_registry\model_registry_V1.0.py,NEED_REVIEW,,PENDING
E:\football_v\17_MODEL_STORE_LAYER\model_registry\registry.json,NEED_REVIEW,,PENDING
E:\football_v\17_MODEL_STORE_LAYER\model_validator\model_validator_V1.0.py,NEED_REVIEW,,PENDING
E:\football_v\17_MODEL_STORE_LAYER\model_version_manager\model_version_manager_V1.0.py,NEED_REVIEW,,PENDING
E:\football_v\17_MODEL_STORE_LAYER\reports\model_store_batch_01_deployment_report.json,NEED_REVIEW,,PENDING
E:\football_v\17_MODEL_STORE_LAYER\reports\model_store_batch_02_deployment_report.json,NEED_REVIEW,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\batch_predictor\batch_predictor_V1.0.py,NEED_REVIEW,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\confidence_engine\confidence_engine_V1.0.py,NEED_REVIEW,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\config\execution_config.json,NEED_REVIEW,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\config\execution_runtime_config.json,NEED_REVIEW,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\execution_monitor\execution_monitor_V1.0.py,NEED_REVIEW,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\feature_loader\feature_loader_V1.0.py,NEED_REVIEW,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\feature_loader\feature_loader_V1.2.py,NEED_REVIEW,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\feature_loader\feature_loader_V1.3.py,NEED_REVIEW,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\fusion_engine\fusion_engine_V1_2.py,NEED_REVIEW,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\fusion_engine\__init__.py,NEED_REVIEW,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\model_loader\model_adapter_V1.2.py,NEED_REVIEW,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\model_loader\model_loader_V1.0.py,NEED_REVIEW,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\model_loader\model_runner_V1.2.py,NEED_REVIEW,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\output_manager\output_manager_V1.0.py,NEED_REVIEW,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\prediction_pipeline\prediction_pipeline_V1.0.py,NEED_REVIEW,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\prediction_pipeline\prediction_pipeline_V1.2.py,NEED_REVIEW,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\prediction_scheduler\prediction_scheduler_V1.0.py,NEED_REVIEW,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\reports\execution_engine_batch_01_deployment_report.json,NEED_REVIEW,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\risk_engine\risk_engine_V1.0.py,NEED_REVIEW,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\tests\test_execution_engine.py,TEST_KEEP,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\tests\test_fusion_engine.py,TEST_KEEP,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\tests\test_prediction_pipeline.py,TEST_KEEP,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\__pycache__\fusion_engine.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\__pycache__\module.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\__pycache__\__init__.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\archive\fusion_engine\fusion_engine_V1.0.py,NEED_REVIEW,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\archive\fusion_engine\fusion_engine_v1.py,NEED_REVIEW,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\fusion_engine\__pycache__\fusion_engine_V1.0.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\fusion_engine\__pycache__\fusion_engine_V1_2.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\fusion_engine\__pycache__\__init__.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\tests\__pycache__\test_execution_engine.cpython-312-pytest-9.1.1.pyc,TEST_KEEP,,PENDING
