file,classes,keywords,functions
E:\football_v\.venv\Lib\site-packages\pip\_vendor\cachecontrol\caches\file_cache.py,_FileCacheMixin|FileCache|SeparateBodyFileCache,elo,_secure_open_write|url_to_file_path|__init__|encode|_fn|get|set|_write|_delete|delete|get_body|set_body|delete
E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\database.py,_Cache|DistributionPath|Distribution|BaseInstalledDistribution|InstalledDistribution|EggInfoDistribution|DependencyGraph,elo|model|train,make_graph|get_dependent_dists|get_required_dists|make_dist|__init__|clear|add|__init__|_get_cache_enabled|_set_cache_enabled|clear_cache|_yield_distributions|_generate_cache|distinfo_dirname|get_distributions|get_distribution|provides_distribution|get_file_path|get_exported_entries|__init__|source_url|name_and_version|provides|_get_requirements|run_requires|meta_requires|build_requires|test_requires|dev_requires|matches_requirement|__repr__|__eq__|__hash__|__init__|get_hash|__init__|__repr__|__str__|_get_records|exports|read_exports|write_exports|get_resource_path|list_installed_files|write_installed_files|check_installed_files|shared_locations|write_shared_locations|get_distinfo_resource|get_distinfo_file|list_distinfo_files|__eq__|__init__|_get_metadata|__repr__|__str__|check_installed_files|list_installed_files|list_distinfo_files|__eq__|__init__|add_distribution|add_edge|add_missing|_repr_dist|repr_node|to_dot|topological_sort|__repr__|set_name_and_version|parse_requires_data|parse_requires_path|_md5|_size
E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\locators.py,RedirectHandler|Locator|PyPIRPCLocator|PyPIJSONLocator|Page|SimpleScrapingLocator|DirectoryLocator|JSONLocator|DistPathLocator|AggregatingLocator|DependencyFinder,fit|train,get_all_distribution_names|http_error_302|__init__|get_errors|clear_errors|clear_cache|_get_scheme|_set_scheme|_get_project|get_distribution_names|get_project|score_url|prefer_url|split_filename|convert_url_to_download_info|_get_digest|_update_version_data|locate|__init__|get_distribution_names|_get_project|__init__|get_distribution_names|_get_project|__init__|links|__init__|_prepare_threads|_wait_threads|_get_project|_is_platform_dependent|_process_download|_should_queue|_fetch|get_page|get_distribution_names|__init__|should_include|_get_project|get_distribution_names|get_distribution_names|_get_project|__init__|_get_project|__init__|clear_cache|_set_scheme|_get_project|get_distribution_names|__init__|add_distribution|remove_distribution|get_matcher|find_providers|try_to_replace|find|same_project|clean
E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\markers.py,Evaluator,evaluate,_is_version_marker|_is_literal|_get_versions|default_context|interpret|evaluate|format_full_version
E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\metadata.py,MetadataMissingError|MetadataConflictError|MetadataUnrecognizedVersionError|MetadataInvalidError|LegacyMetadata|Metadata,elo|train,_version2fieldlist|_best_version|_get_name_and_version|_has_marker|__init__|set_metadata_version|_write_field|__getitem__|__setitem__|__delitem__|__contains__|_convert_name|_default_value|_remove_line_prefix|__getattr__|get_fullname|is_field|is_multi_field|read|read_file|write|write_file|update|set|get|check|todict|add_requirements|keys|__iter__|values|items|__repr__|__init__|__getattribute__|_validate_value|__setattr__|name_and_version|provides|provides|get_requirements|dictionary|dependencies|dependencies|_validate_mapping|validate|todict|_from_legacy|_to_legacy|write|add_requirements|__repr__|_set|are_valid_constraints|process_entries
E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\resources.py,ResourceCache|ResourceBase|Resource|ResourceContainer|ResourceFinder|ZipResourceFinder,elo|registry,register_finder|finder|finder_for_path|__init__|is_stale|get|__init__|as_stream|file_path|bytes|size|resources|__init__|_adjust_path|_make_path|_find|get_cache_info|find|get_stream|get_bytes|get_size|get_resources|is_container|iterator|__init__|_adjust_path|_find|get_cache_info|get_bytes|get_stream|get_size|get_resources|_is_directory|allowed
E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,cached_property|FileOperator|ExportEntry|Cache|EventMixin|Sequencer|Progress|Transport|ServerProxy|CSVBase|CSVReader|CSVWriter|Configurator|SubprocessMixin|PyPIRCFile|HTTPSConnection|HTTPSHandler|HTTPSOnlyHandler|SafeTransport,train,parse_marker|parse_requirement|get_resources_dests|in_venv|get_executable|proceed|extract_by_key|read_exports|write_exports|tempdir|chdir|socket_timeout|convert_path|resolve|get_export_entry|get_cache_base|path_to_cache_dir|ensure_slash|parse_credentials|get_process_umask|is_string_sequence|split_filename|parse_name_and_version|get_extras|_get_external_data|get_project_data|get_package_data|unarchive|zip_dir|iglob|_iglob|_csv_open|normalize_name|_load_pypirc|_store_pypirc|get_host_platform|get_platform|marker_var|marker_expr|marker_and|marker|get_rel_path|read_stream|__init__|__get__|__init__|_init_record|record_as_written|newer|copy_file|copy_stream|write_binary_file|write_text_file|set_mode|ensure_dir|byte_compile|ensure_removed|is_writable|commit|rollback|__init__|value|__repr__|__eq__|__init__|prefix_to_dir|clear|__init__|add|remove|get_subscribers|publish|__init__|add_node|remove_node|add|remove|is_step|get_steps|strong_connections|dot|check_path|__init__|update|increment|start|stop|maximum|percentage|format_duration|ETA|speed|__init__|make_connection|__init__|__enter__|__exit__|__init__|__iter__|next|__init__|writerow|__init__|configure_custom|__getitem__|inc_convert|__init__|reader|run_command|__init__|read|update|strongconnect|extraction_filter|connect|__init__|_conn_maker|https_open|http_open|__init__|make_connection|convert|get_versions
E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,UnsupportedVersionError|Version|Matcher|NormalizedVersion|NormalizedMatcher|LegacyVersion|LegacyMatcher|SemanticVersion|SemanticMatcher|VersionScheme,model|train,_pep_440_key|_match_prefix|_suggest_semantic_version|_suggest_normalized_version|_legacy_key|is_semver|_semantic_key|get_scheme|__init__|parse|_check_compatible|__eq__|__ne__|__lt__|__gt__|__le__|__ge__|__hash__|__repr__|__str__|is_prerelease|parse_requirement|__init__|match|exact_version|_check_compatible|__eq__|__ne__|__hash__|__repr__|__str__|parse|is_prerelease|_adjust_local|_match_lt|_match_gt|_match_le|_match_ge|_match_eq|_match_arbitrary|_match_ne|_match_compatible|get_parts|parse|is_prerelease|_match_compatible|make_tuple|parse|is_prerelease|__init__|is_valid_version|is_valid_matcher|is_valid_constraint_list|suggest
E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\__init__.py,DistlibException|NullHandler,elo,handle|emit|createLock
E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\ext.py,ExtType|Timestamp,fit,__new__|__init__|__repr__|__eq__|__ne__|__hash__|from_bytes|to_bytes|from_unix|to_unix|from_unix_nano|to_unix_nano|to_datetime|from_datetime
E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\__init__.py,,pickle,pack|packb|unpack
E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\markers.py,InvalidMarker|UndefinedComparison|UndefinedEnvironmentName|Environment|Marker,evaluate,_normalize_extra_values|_format_marker|_eval_op|_normalize|_evaluate_markers|format_full_version|default_environment|_repair_python_full_version|__init__|__str__|__repr__|__hash__|__eq__|evaluate
E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\metadata.py,InvalidMetadata|RawMetadata|_Validator|Metadata|ExceptionGroup,elo,_parse_keywords|_parse_project_urls|_get_payload|parse_email|__init__|__init__|__set_name__|__get__|_invalid_metadata|_process_metadata_version|_process_name|_process_version|_process_summary|_process_description_content_type|_process_dynamic|_process_provides_extra|_process_requires_python|_process_requires_dist|_process_license_expression|_process_license_files|from_raw|from_email|__init__|__repr__
E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\tags.py,Tag,evaluate,parse_tag|_get_config_var|_normalize_string|_is_threaded_cpython|_abi3_applies|_cpython_abis|cpython_tags|_generic_abi|generic_tags|_py_interpreter_range|compatible_tags|_mac_arch|_mac_binary_formats|mac_platforms|ios_platforms|_linux_platforms|_generic_platforms|platform_tags|interpreter_name|interpreter_version|_version_nodot|sys_tags|__init__|interpreter|abi|platform|__eq__|__hash__|__str__|__repr__
E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\version.py,_Version|InvalidVersion|_BaseVersion|Version|_TrimmedRelease,elo,parse|_parse_letter_version|_parse_local_version|_cmpkey|__hash__|__lt__|__le__|__eq__|__ge__|__gt__|__ne__|__init__|__repr__|__str__|epoch|release|pre|post|dev|local|public|base_version|is_prerelease|is_postrelease|is_devrelease|major|minor|micro|release
E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\licenses\_spdx.py,SPDXLicense|SPDXException,fit,
E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\licenses\__init__.py,InvalidLicenseExpression,evaluate|fit,canonicalize_license_expression
E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py,_LoaderProtocol|_ZipLoaderModule|PEP440Warning|ResolutionError|VersionConflict|ContextualVersionConflict|DistributionNotFound|UnknownExtra|IMetadataProvider|IResourceProvider|WorkingSet|_ReqExtras|Environment|ExtractionError|ResourceManager|NullProvider|EggProvider|DefaultProvider|EmptyProvider|ZipManifests|MemoizedZipManifests|ZipProvider|FileMetadata|PathMetadata|EggMetadata|NoDists|EntryPoint|Distribution|EggInfoDistribution|DistInfoDistribution|RequirementParseError|Requirement|PkgResourcesDeprecationWarning|manifest_mod,elo|evaluate|registry,_declare_state|__getstate__|__setstate__|_sget_dict|_sset_dict|_sget_object|_sset_object|get_supported_platform|register_loader_type|get_provider|get_provider|get_provider|_macos_vers|_macos_arch|get_build_platform|compatible_platforms|get_distribution|get_distribution|get_distribution|load_entry_point|get_entry_map|get_entry_map|get_entry_map|get_entry_info|get_default_cache|safe_name|safe_version|_forgiving_version|_safe_segment|safe_extra|to_filename|invalid_marker|evaluate_marker|_parents|register_finder|find_distributions|find_eggs_in_zip|find_nothing|find_on_path|dist_factory|safe_listdir|distributions_from_metadata|non_empty_lines|resolve_egg_link|register_namespace_handler|_handle_ns|_rebuild_mod_path|declare_namespace|fixup_namespace_packages|file_ns_handler|null_ns_handler|normalize_path|normalize_path|normalize_path|_cygwin_patch|_is_egg_path|_is_zip_egg|_is_unpacked_egg|_set_parent_ns|_version_from_file|issue_warning|parse_requirements|_always_object|_find_adapter|ensure_directory|_bypass_ensure_directory|split_sections|_mkstemp|_read_utf8_with_fallback|_call_aside|_initialize|_initialize_master_working_set|load_module|__repr__|dist|req|report|with_context|required_by|req|requirers|requirers_str|report|__str__|has_metadata|get_metadata|get_metadata_lines|metadata_isdir|metadata_listdir|run_script|get_resource_filename|get_resource_stream|get_resource_string|has_resource|resource_isdir|resource_listdir|__init__|_build_master|_build_from_requirements|add_entry|__contains__|find|iter_entry_points|run_script|__iter__|add|resolve|resolve|resolve|resolve|_resolve_dist|find_plugins|find_plugins|find_plugins|find_plugins|require|subscribe|_added_new|__getstate__|__setstate__|markers_pass|__init__|can_add|remove|scan|__getitem__|add|best_match|best_match|best_match|obtain|obtain|obtain|obtain|__iter__|__iadd__|__add__|__init__|resource_exists|resource_isdir|resource_filename|resource_stream|resource_string|resource_listdir|extraction_error|get_cache_path|_warn_unsafe_extraction_path|postprocess|set_extraction_path|cleanup_resources|__init__|get_resource_filename|get_resource_stream|get_resource_string|has_resource|_get_metadata_path|has_metadata|get_metadata|get_metadata_lines|resource_isdir|metadata_isdir|resource_listdir|metadata_listdir|run_script|_has|_isdir|_listdir|_fn|_validate_resource_path|_get|__init__|_setup_prefix|_set_egg|_has|_isdir|_listdir|get_resource_stream|_get|_register|_get|_listdir|__init__|build|load|__init__|_zipinfo_name|_parts|zipinfo|get_resource_filename|_get_date_and_size|_extract_resource|_is_current|_get_eager_resources|_index|_has|_isdir|_listdir|_eager_to_zip|_resource_to_zip|__init__|_get_metadata_path|has_metadata|get_metadata|_warn_on_replacement|get_metadata_lines|__init__|__init__|__bool__|__call__|safe_sys_path_index|position_in_sys_path|_normalize_cached|_normalize_cached|_normalize_cached|_normalize_cached|__init__|__str__|__repr__|load|load|load|resolve|require|parse|_parse_extras|parse_group|parse_map|is_version_line|__init__|from_location|_reload_version|hashcmp|__hash__|__lt__|__le__|__gt__|__ge__|__eq__|__ne__|key|parsed_version|_forgiving_parsed_version|version|_dep_map|_filter_extras|_build_dep_map|requires|_get_metadata_path_for_display|_get_metadata|_get_version|activate|egg_name|__repr__|__str__|__getattr__|__dir__|from_filename|as_requirement|load_entry_point|get_entry_map|get_entry_map|get_entry_map|get_entry_info|insert_on|check_version_conflict|has_version|clone|extras|_reload_version|_parsed_pkg_info|_dep_map|_compute_dependencies|__init__|__eq__|__ne__|__contains__|__hash__|__repr__|parse|reqs_for_extra
E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\macos.py,MacOS,elo,user_data_dir|site_data_dir|site_data_path|user_config_dir|site_config_dir|user_cache_dir|site_cache_dir|site_cache_path|user_state_dir|user_log_dir|user_documents_dir|user_downloads_dir|user_pictures_dir|user_videos_dir|user_music_dir|user_desktop_dir|user_runtime_dir|site_runtime_dir
E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\windows.py,Windows,registry,get_win_folder_from_env_vars|get_win_folder_if_csidl_name_not_env_var|get_win_folder_from_registry|get_win_folder_via_ctypes|_pick_get_win_folder|user_data_dir|_append_parts|site_data_dir|user_config_dir|site_config_dir|user_cache_dir|site_cache_dir|user_state_dir|user_log_dir|user_documents_dir|user_downloads_dir|user_pictures_dir|user_videos_dir|user_music_dir|user_desktop_dir|user_runtime_dir|site_runtime_dir
E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py,LexerMeta|Lexer|DelegatingLexer|include|_inherit|combined|_PseudoMatch|_This|default|words|RegexLexerMeta|RegexLexer|LexerContext|ExtendedRegexLexer|ProfilingRegexLexerMeta|ProfilingRegexLexer,elo,bygroups|using|do_insertions|__new__|__init__|__repr__|add_filter|analyse_text|_preprocess_lexer_input|get_tokens|get_tokens_unprocessed|__init__|get_tokens_unprocessed|__repr__|__new__|__init__|__init__|start|end|group|groups|groupdict|callback|__init__|__init__|get|_process_regex|_process_token|_process_new_state|_process_state|process_tokendef|get_tokendefs|__call__|get_tokens_unprocessed|__init__|__repr__|get_tokens_unprocessed|_process_regex|get_tokens_unprocessed|streamer|callback|callback|match_func
E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\modeline.py,,model,get_filetype_from_line|get_filetype_from_buffer
E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\token.py,_TokenType,elo,is_token_subtype|string_to_tokentype|split|__init__|__contains__|__getattr__|__repr__|__copy__|__deepcopy__
E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py,CodeTagFilter|SymbolFilter|KeywordCaseFilter|NameHighlightFilter|ErrorToken|RaiseOnErrorTokenFilter|VisibleWhitespaceFilter|GobbleFilter|TokenMergeFilter,model,find_filter_class|get_filter_by_name|get_all_filters|_replace_special|__init__|filter|__init__|filter|__init__|filter|__init__|filter|__init__|filter|__init__|filter|__init__|gobble|filter|__init__|filter|replacefunc
E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\img.py,PilNotAvailable|FontNotFound|FontManager|ImageFormatter|GifImageFormatter|JpgImageFormatter|BmpImageFormatter,registry,__init__|_get_nix_font_path|_create_nix|_get_mac_font_path|_create_mac|_lookup_win|_create_win|get_char_size|get_text_size|get_font|get_style|__init__|get_style_defs|_get_line_height|_get_line_y|_get_char_width|_get_char_x|_get_text_pos|_get_linenumber_pos|_get_text_color|_get_text_bg_color|_get_style_font|_get_image_size|_draw_linenumber|_draw_text|_create_drawables|_draw_line_numbers|_paint_line_number_bg|format
E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,LatexFormatter|LatexEmbeddedLexer,elo,escape_tex|_get_ttype_name|__init__|_create_stylesheet|get_style_defs|format_unencoded|__init__|get_tokens_unprocessed|_find_safe_escape_tokens|_filter_to|_find_escape_tokens|rgbcolor
E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\python.py,PythonLexer|Python2Lexer|_PythonConsoleLexerBase|PythonConsoleLexer|PythonTracebackLexer|Python2TracebackLexer|CythonLexer|DgLexer|NumPyLexer|_ReplaceInnerCode,elo|fit|poisson,innerstring_rules|fstring_rules|analyse_text|innerstring_rules|analyse_text|__init__|get_tokens_unprocessed|analyse_text|__init__
E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\_mapping.py,,elo|model|registry,
E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,_automodule,model,_fn_matches|_load_lexers|get_all_lexers|find_lexer_class|find_lexer_class_by_name|get_lexer_by_name|load_lexer_from_file|find_lexer_class_for_filename|get_lexer_for_filename|get_lexer_for_mimetype|_iter_lexerclasses|guess_lexer_for_filename|guess_lexer|get_rating|type_sort|__getattr__
E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,BaseAdapter|HTTPAdapter,elo|model|pickle,_urllib3_request_context|__init__|send|close|__init__|__getstate__|__setstate__|init_poolmanager|proxy_manager_for|cert_verify|build_response|build_connection_pool_key_attributes|get_connection_with_tls_context|get_connection|close|request_url|add_headers|proxy_headers|send|SOCKSProxyManager
E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,MockRequest|MockResponse|CookieConflictError|RequestsCookieJar,elo|pickle,extract_cookies_to_jar|get_cookie_header|remove_cookie_by_name|_copy_cookie_jar|create_cookie|morsel_to_cookie|cookiejar_from_dict|merge_cookies|__init__|get_type|get_host|get_origin_req_host|get_full_url|is_unverifiable|has_header|get_header|add_header|add_unredirected_header|get_new_headers|unverifiable|origin_req_host|host|__init__|info|getheaders|get|set|iterkeys|keys|itervalues|values|iteritems|items|list_domains|list_paths|multiple_domains|get_dict|__contains__|__getitem__|__setitem__|__delitem__|set_cookie|update|_find|_find_no_duplicates|__getstate__|__setstate__|copy|get_policy
E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,RequestEncodingMixin|RequestHooksMixin|Request|PreparedRequest|Response,model|pickle,path_url|_encode_params|_encode_files|register_hook|deregister_hook|__init__|__repr__|prepare|__init__|prepare|__repr__|copy|prepare_method|_get_idna_encoded_host|prepare_url|prepare_headers|prepare_body|prepare_content_length|prepare_auth|prepare_cookies|prepare_hooks|__init__|__enter__|__exit__|__getstate__|__setstate__|__repr__|__bool__|__nonzero__|__iter__|ok|is_redirect|is_permanent_redirect|next|apparent_encoding|iter_content|iter_lines|content|text|json|links|raise_for_status|close|generate
E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\sessions.py,SessionRedirectMixin|Session,elo|evaluate|model,merge_setting|merge_hooks|session|get_redirect_target|should_strip_auth|resolve_redirects|rebuild_auth|rebuild_proxies|rebuild_method|__init__|__enter__|__exit__|prepare_request|request|get|options|head|post|put|patch|delete|send|merge_environment_settings|get_adapter|close|mount|__getstate__|__setstate__
E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\utils.py,,elo|registry,dict_to_sequence|super_len|get_netrc_auth|guess_filename|extract_zipped_paths|atomic_open|from_key_val_list|to_key_val_list|parse_list_header|parse_dict_header|unquote_header_value|dict_from_cookiejar|add_dict_to_cookiejar|get_encodings_from_content|_parse_content_type_header|get_encoding_from_headers|stream_decode_response_unicode|iter_slices|get_unicode_from_response|unquote_unreserved|requote_uri|address_in_network|dotted_netmask|is_ipv4_address|is_valid_cidr|set_environ|should_bypass_proxies|get_environ_proxies|select_proxy|resolve_proxies|default_user_agent|default_headers|parse_header_links|guess_json_utf|prepend_scheme_if_needed|get_auth_from_url|check_header_validity|_validate_header_part|urldefragauth|rewind_body|proxy_bypass_registry|proxy_bypass|get_proxy
E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\__init__.py,,model,check_compatibility|_check_cryptography
E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\providers.py,AbstractProvider|AbstractResolver,train,identify|get_preference|find_matches|is_satisfied_by|get_dependencies|__init__|resolve
E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers.py,ResolverException|RequirementsConflicted|InconsistentCandidate|Criterion|ResolutionError|ResolutionImpossible|ResolutionTooDeep|Resolution|Resolver,train,_has_route_to_root|_build_result|__init__|__str__|__init__|__str__|__init__|__repr__|iter_requirement|iter_parent|__init__|__init__|__init__|state|_push_new_state|_add_to_criteria|_remove_information_from_criteria|_get_preference|_is_current_pin_satisfying|_get_updated_criteria|_attempt_to_pin_criterion|_backjump|resolve|resolve|_patch_criteria
E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\align.py,Align|VerticalCenter,fit|train,__init__|__repr__|left|center|right|__rich_console__|__rich_measure__|__init__|__repr__|__rich_console__|__rich_measure__|generate_segments|blank_lines|blank_lines
E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\cells.py,,fit,cached_cell_len|cell_len|get_character_cell_size|set_cell_size|chop_cells
E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\columns.py,Columns,train,__init__|add_renderable|__rich_console__|iter_renderables
E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\console.py,NoChange|ConsoleDimensions|ConsoleOptions|RichCast|ConsoleRenderable|CaptureError|NewLine|ScreenUpdate|Capture|ThemeContext|PagerContext|ScreenContext|Group|ConsoleThreadLocals|RenderHook|Console,elo|fit,group|_is_jupyter|get_windows_console_features|detect_legacy_windows|_svg_hash|ascii_only|copy|update|update_width|update_height|reset_height|update_dimensions|__rich__|__rich_console__|__init__|__rich_console__|__init__|__rich_console__|__init__|__enter__|__exit__|get|__init__|__enter__|__exit__|__init__|__enter__|__exit__|__init__|update|__enter__|__exit__|__init__|renderables|__rich_measure__|__rich_console__|decorator|process_renderables|__init__|__repr__|file|file|_buffer|_buffer_index|_buffer_index|_theme_stack|_detect_color_system|_enter_buffer|_exit_buffer|set_live|clear_live|push_render_hook|pop_render_hook|__enter__|__exit__|begin_capture|end_capture|push_theme|pop_theme|use_theme|color_system|encoding|is_terminal|is_dumb_terminal|options|size|size|width|width|height|height|bell|capture|pager|line|clear|status|show_cursor|set_alt_screen|is_alt_screen|set_window_title|screen|measure|render|render_lines|render_str|get_style|_collect_renderables|rule|control|out|print|print_json|update_screen|update_screen_lines|print_exception|_caller_frame_info|log|on_broken_pipe|_check_buffer|_write_buffer|_render_buffer|input|export_text|save_text|export_html|save_html|export_svg|save_svg|_replace|check_text|get_svg_style|escape_text|make_tag|align_append|stringify
E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\constrain.py,Constrain,train,__init__|__rich_console__|__rich_measure__
E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\diagnose.py,,fit,report
E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\logging.py,RichHandler,elo,__init__|get_level_text|emit|render_message|render|divide
E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\measure.py,Measurement,fit,measure_renderables|span|normalize|with_maximum|with_minimum|clamp|get
E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\padding.py,Padding,fit,__init__|indent|unpack|__repr__|__rich_console__|__rich_measure__
E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\panel.py,Panel,fit,__init__|fit|_title|_subtitle|__rich_console__|__rich_measure__|align_text
E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\pretty.py,Pretty|Node|_Line|BrokenRepr|StockKeepingUnit|Thing|RichFormatter,fit,_is_attr_object|_get_attr_fields|_is_dataclass_repr|_has_default_namedtuple_repr|_ipy_display_hook|_safe_isinstance|install|_get_braces_for_defaultdict|_get_braces_for_deque|_get_braces_for_array|is_expandable|_is_namedtuple|traverse|pretty_repr|pprint|display_hook|__init__|__rich_console__|__rich_measure__|iter_tokens|check_length|__str__|render|expandable|check_length|expand|__str__|to_repr|_traverse|iter_rich_args|__repr__|__repr__|__call__|iter_attrs
E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\progress.py,_TrackThread|_Reader|_ReadContext|ProgressColumn|RenderableColumn|SpinnerColumn|TextColumn|BarColumn|TimeElapsedColumn|TaskProgressColumn|TimeRemainingColumn|FileSizeColumn|TotalFileSizeColumn|MofNCompleteColumn|DownloadColumn|TransferSpeedColumn|ProgressSample|Task|Progress,fit,track|wrap_file|open|open|open|__init__|run|__enter__|__exit__|__init__|__enter__|__exit__|__iter__|__next__|closed|fileno|isatty|mode|name|readable|seekable|writable|read|readinto|readline|readlines|close|seek|tell|write|writelines|__init__|__enter__|__exit__|__init__|get_table_column|__call__|render|__init__|render|__init__|set_spinner|render|__init__|render|__init__|render|render|__init__|render_speed|render|__init__|render|render|render|__init__|render|__init__|render|render|get_time|started|remaining|elapsed|finished|percentage|speed|time_remaining|_reset|__init__|get_default_columns|console|tasks|task_ids|finished|start|stop|__enter__|__exit__|track|wrap_file|open|open|open|start_task|stop_task|update|reset|advance|refresh|get_renderable|get_renderables|make_tasks_table|__rich__|add_task|remove_task
E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\scope.py,,elo|fit,render_scope|sort_items|test
E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\segment.py,ControlType|Segment|Segments|SegmentLines,elo,cell_length|__rich_repr__|__bool__|is_control|_split_cells|split_cells|line|apply_style|filter_control|split_lines|split_and_crop_lines|adjust_line_length|get_line_length|get_shape|set_shape|align_top|align_bottom|align_middle|simplify|strip_links|strip_styles|remove_color|divide|__init__|__rich_console__|__init__|__rich_console__
E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\table.py,Column|Row|_Cell|Table,elo|fit,copy|cells|flexible|__init__|grid|expand|expand|_extra_width|row_count|get_row_style|__rich_measure__|padding|padding|add_column|add_row|add_section|__rich_console__|_calculate_column_widths|_collapse_widths|_get_cells|_get_padding_width|_measure_column|_render|add_cell|render_annotation|get_padding|header|align_cell
E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\text.py,Span|Text,fit,__repr__|__bool__|split|move|right_crop|extend|__init__|__len__|__bool__|__str__|__repr__|__add__|__eq__|__contains__|__getitem__|cell_len|markup|from_markup|from_ansi|styled|assemble|plain|plain|spans|spans|blank_copy|copy|stylize|stylize_before|apply_meta|on|remove_suffix|get_style_at_offset|extend_style|highlight_regex|highlight_words|rstrip|rstrip_end|set_length|__rich_console__|__rich_measure__|render|join|expand_tabs|truncate|_trim_spans|pad|pad_left|pad_right|align|append|append_text|append_tokens|copy_styles|split|divide|right_crop|wrap|fit|detect_indentation|with_indent_guides|get_text_at|get_current_style|iter_text|flatten_spans
E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\traceback.py,Frame|_SyntaxError|Stack|Trace|PathHighlighter|Traceback,train,install|excepthook|ipy_excepthook_closure|__init__|from_exception|extract|__rich_console__|_render_syntax_error|_guess_lexer|_render_stack|bar|foo|error|ipy_show_traceback|ipy_display_traceback|safe_str|read_code|render_locals|get_locals
E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\tree.py,Tree,fit,__init__|add|__rich_console__|__rich_measure__|make_guide
E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_emoji_codes.py,,elo|fit|train,
E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_inspect.py,Inspect,fit,_first_paragraph|get_object_types_mro|get_object_types_mro_as_strings|is_object_one_of_types|__init__|_make_title|__rich__|_get_signature|_render|_get_formatted_doc|sort_items|safe_getattr
E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_ratio.py,Edge|E,train,ratio_resolve|ratio_reduce|ratio_distribute
E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_spinners.py,,fit,
E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_wrap.py,,fit,words|divide_line
E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\__main__.py,ColorBox,fit,make_test_card|__rich_console__|__rich_measure__|comparison
