file,keyword
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_core_V1.0.py,XGB
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_core_V1.0.py,model
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_core_V1.0.py,train
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_core_V1.0.py,predict
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_core_V1.0.py,evaluate
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_core_V1.0.py,registry
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_test_V1.0.py,elo
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_test_V1.0.py,poisson
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_test_V1.0.py,xgboost
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_test_V1.0.py,XGB
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_test_V1.0.py,model
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_test_V1.0.py,train
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_test_V1.0.py,predict
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_test_V1.0.py,evaluate
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_test_V1.0.py,registry
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_batch_V1.0.py,elo
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_batch_V1.0.py,dixon
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_batch_V1.0.py,poisson
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_batch_V1.0.py,xgboost
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_batch_V1.0.py,XGB
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_batch_V1.0.py,model
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_batch_V1.0.py,predict
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_batch_V1.0.py,registry
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_V1.0_V1.3.py,elo
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_V1.0_V1.3.py,dixon
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_V1.0_V1.3.py,dixon_coles
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_V1.0_V1.3.py,poisson
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_V1.0_V1.3.py,xgboost
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_V1.0_V1.3.py,XGB
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_V1.0_V1.3.py,model
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_V1.0_V1.3.py,predict
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_backtest_system_V1.0_V1.3.py,model
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_backtest_system_V1.0_V1.3.py,fit
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_backtest_system_V1.0_V1.3.py,predict
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_backtest_system_V1.0_V1.3.py,evaluate
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_checkpoint_V1.0.py,elo
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_checkpoint_V1.0.py,dixon
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_checkpoint_V1.0.py,poisson
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_checkpoint_V1.0.py,xgboost
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_checkpoint_V1.0.py,XGB
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_checkpoint_V1.0.py,model
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_engine_V1.0.py,elo
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_engine_V1.0.py,dixon
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_engine_V1.0.py,poisson
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_engine_V1.0.py,xgboost
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_engine_V1.0.py,XGB
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_engine_V1.0.py,model
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_engine_V1.0.py,registry
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_test_V1.0.py,elo
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_test_V1.0.py,dixon
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_test_V1.0.py,poisson
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_test_V1.0.py,xgboost
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_test_V1.0.py,XGB
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_test_V1.0.py,model
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_decision_engine_V1.0_V1.3.py,model
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_decision_engine_V1.0_V1.3.py,fit
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_decision_engine_V1.0_V1.3.py,predict
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_decision_engine_V1.0_V1.3.py,registry
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_dynamic_feature_weight_checkpoint_V1.0.py,elo
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_dynamic_feature_weight_checkpoint_V1.0.py,dixon
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_dynamic_feature_weight_checkpoint_V1.0.py,poisson
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_dynamic_feature_weight_checkpoint_V1.0.py,xgboost
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_dynamic_feature_weight_checkpoint_V1.0.py,XGB
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_dynamic_feature_weight_checkpoint_V1.0.py,model
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_dynamic_feature_weight_engine_V1.0.py,elo
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_dynamic_feature_weight_engine_V1.0.py,dixon
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_dynamic_feature_weight_engine_V1.0.py,poisson
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_dynamic_feature_weight_engine_V1.0.py,xgboost
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_dynamic_feature_weight_engine_V1.0.py,XGB
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_dynamic_feature_weight_engine_V1.0.py,model
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_dynamic_feature_weight_engine_V1.0.py,registry
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_dynamic_feature_weight_test_V1.0.py,elo
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_dynamic_feature_weight_test_V1.0.py,dixon
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_dynamic_feature_weight_test_V1.0.py,poisson
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_dynamic_feature_weight_test_V1.0.py,xgboost
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_dynamic_feature_weight_test_V1.0.py,XGB
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_dynamic_feature_weight_test_V1.0.py,model
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_dynamic_feature_weight_test_V1.0.py,registry
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_adapter_V1.0.py,elo
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_adapter_V1.0.py,dixon
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_adapter_V1.0.py,dixon_coles
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_adapter_V1.0.py,poisson
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_adapter_V1.0.py,xgboost
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_adapter_V1.0.py,XGB
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_adapter_V1.0.py,model
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_adapter_V1.0.py,registry
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_core_V1.0.py,elo
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_core_V1.0.py,dixon
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_core_V1.0.py,poisson
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_core_V1.0.py,xgboost
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_core_V1.0.py,XGB
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_core_V1.0.py,model
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_core_V1.0.py,registry
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.0.py,elo
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.0.py,dixon
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.0.py,dixon_coles
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.0.py,poisson
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.0.py,xgboost
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.0.py,XGB
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.0.py,model
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.0.py,registry
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.1.py,elo
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.2.py,elo
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.3.py,elo
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.4.py,elo
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.5.py,elo
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.5.py,dixon
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.5.py,dixon_coles
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.5.py,poisson
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.5.py,xgboost
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.5.py,XGB
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.5.py,model
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.6.py,elo
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.6.py,dixon
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.6.py,dixon_coles
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.6.py,poisson
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.6.py,xgboost
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.6.py,XGB
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.6.py,model
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.6.py,registry
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.7.py,elo
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.8.py,elo
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.8.py,model
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.8.py,train
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.9.py,elo
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.9.py,registry
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.0.py,elo
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.0.py,model
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.1.py,elo
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.1.py,model
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.3.py,elo
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.3.py,registry
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.4_V2.6.py,elo
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.7_V3.0.py,model
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.7_V3.0.py,predict
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py,elo
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py,dixon
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py,dixon_coles
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py,poisson
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py,xgboost
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py,XGB
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py,model
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py,train
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py,fit
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py,predict
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py,evaluate
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py,load_model
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py,registry
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_module_deployment_tool_V1.1.py,registry
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_test_V1.0.py,elo
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_test_V1.0.py,dixon
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_test_V1.0.py,poisson
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_test_V1.0.py,xgboost
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_test_V1.0.py,XGB
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_test_V1.0.py,model
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_test_V1.0.py,predict
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_V1.0.py,elo
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_V1.0.py,dixon
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_V1.0.py,dixon_coles
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_V1.0.py,poisson
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_V1.0.py,xgboost
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_V1.0.py,XGB
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_V1.0.py,model
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_V1.0.py,predict
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_V1.0.py,registry
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_V1.0_V1.3.py,poisson
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_V1.0_V1.3.py,model
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_V1.0_V1.3.py,predict
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_V1.0_V1.3.py,registry
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_engine_V1.0.py,elo
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_engine_V1.0.py,dixon
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_engine_V1.0.py,poisson
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_engine_V1.0.py,xgboost
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_engine_V1.0.py,XGB
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_engine_V1.0.py,model
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_engine_V1.0.py,predict
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_engine_V1.0.py,evaluate
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_engine_V1.0.py,registry
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_test_V1.0.py,elo
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_test_V1.0.py,dixon
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_test_V1.0.py,poisson
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_test_V1.0.py,xgboost
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_test_V1.0.py,XGB
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_test_V1.0.py,model
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_test_V1.0.py,predict
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_test_V1.0.py,evaluate
E:\football_v\01_Data_Source\acceptance\acceptance_check.py,registry
E:\football_v\01_Data_Source\monitor\source_monitor.py,registry
E:\football_v\01_Data_Source\registry\source_registry.py,registry
E:\football_v\02_Data_Platform\data_manager\dataset_manager.py,registry
E:\football_v\02_Data_Platform\data_manager\dataset_registry.py,registry
E:\football_v\02_Data_Platform\data_manager\__init__.py,registry
E:\football_v\02_Data_Platform\integration\platform_bootstrap.py,registry
E:\football_v\02_Data_Platform\metadata\metadata_manager.py,registry
E:\football_v\02_Data_Platform\metadata\lineage\data_lineage.py,registry
E:\football_v\02_Data_Platform\raw\raw_manager.py,registry
E:\football_v\02_Data_Platform\raw\raw_registry.py,registry
E:\football_v\02_Data_Platform\registry\data_platform_registry.py,registry
E:\football_v\02_Data_Platform\storage_engine\storage_manager.py,registry
E:\football_v\03_MODEL_LAYER\confidence_model\confidence_engine_V2.0.py,model
E:\football_v\03_MODEL_LAYER\fusion_engine\fusion_engine_V2.3.py,model
E:\football_v\03_MODEL_LAYER\fusion_engine\fusion_engine_V2.3.py,predict
E:\football_v\03_MODEL_LAYER\market_model\market_value_model_V1.0.py,model
E:\football_v\03_MODEL_LAYER\risk_model\risk_engine_V2.0.py,model
E:\football_v\04_Data_Processing_AI\data_intelligence_engine\data_router.py,elo
E:\football_v\04_Data_Processing_AI\data_intelligence_engine\data_router.py,dixon
E:\football_v\04_Data_Processing_AI\data_intelligence_engine\data_router.py,poisson
E:\football_v\04_Data_Processing_AI\data_intelligence_engine\data_router.py,xgboost
E:\football_v\04_Data_Processing_AI\data_intelligence_engine\data_router.py,XGB
E:\football_v\04_Data_Processing_AI\data_intelligence_engine\data_router.py,model
E:\football_v\04_Data_Processing_AI\data_intelligence_engine\feature_selector.py,xgboost
E:\football_v\04_Data_Processing_AI\data_intelligence_engine\feature_selector.py,XGB
E:\football_v\04_Data_Processing_AI\data_intelligence_engine\feature_selector.py,model
E:\football_v\04_Data_Processing_AI\data_intelligence_engine\model_interface.py,elo
E:\football_v\04_Data_Processing_AI\data_intelligence_engine\model_interface.py,dixon
E:\football_v\04_Data_Processing_AI\data_intelligence_engine\model_interface.py,poisson
E:\football_v\04_Data_Processing_AI\data_intelligence_engine\model_interface.py,xgboost
E:\football_v\04_Data_Processing_AI\data_intelligence_engine\model_interface.py,XGB
E:\football_v\04_Data_Processing_AI\data_intelligence_engine\model_interface.py,model
E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\model_weight_manager.py,elo
E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\model_weight_manager.py,dixon
E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\model_weight_manager.py,poisson
E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\model_weight_manager.py,xgboost
E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\model_weight_manager.py,XGB
E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\model_weight_manager.py,model
E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\weight_calculator.py,elo
E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\weight_calculator.py,dixon
E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\weight_calculator.py,poisson
E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\weight_calculator.py,xgboost
E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\weight_calculator.py,XGB
E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\weight_calculator.py,model
E:\football_v\04_Data_Processing_AI\feature_store\dataset_split_manager.py,train
E:\football_v\04_Data_Processing_AI\feature_store\data_promotion_service.py,elo
E:\football_v\04_Data_Processing_AI\feature_store\data_source_registry.py,registry
E:\football_v\04_Data_Processing_AI\feature_store\elo_history_feature_engine.py,elo
E:\football_v\04_Data_Processing_AI\feature_store\environment_manager.py,elo
E:\football_v\04_Data_Processing_AI\feature_store\feature_loader.py,elo
E:\football_v\04_Data_Processing_AI\feature_store\feature_loader_service.py,elo
E:\football_v\04_Data_Processing_AI\feature_store\feature_model_adapter.py,elo
E:\football_v\04_Data_Processing_AI\feature_store\feature_model_adapter.py,poisson
E:\football_v\04_Data_Processing_AI\feature_store\feature_model_adapter.py,XGB
E:\football_v\04_Data_Processing_AI\feature_store\feature_model_adapter.py,model
E:\football_v\04_Data_Processing_AI\feature_store\feature_model_interface.py,model
E:\football_v\04_Data_Processing_AI\feature_store\feature_model_registry.py,elo
E:\football_v\04_Data_Processing_AI\feature_store\feature_model_registry.py,dixon
E:\football_v\04_Data_Processing_AI\feature_store\feature_model_registry.py,dixon_coles
E:\football_v\04_Data_Processing_AI\feature_store\feature_model_registry.py,poisson
E:\football_v\04_Data_Processing_AI\feature_store\feature_model_registry.py,xgboost
E:\football_v\04_Data_Processing_AI\feature_store\feature_model_registry.py,XGB
E:\football_v\04_Data_Processing_AI\feature_store\feature_model_registry.py,model
